gvkey,company,year,patentcount
133870,PetroChina Company Limited,2018,9
133870,PetroChina Company Limited,2019,6
133870,PetroChina Company Limited,2020,24
133870,PetroChina Company Limited,2021,38
133870,PetroChina Company Limited,2022,19
133870,PetroChina Company Limited,2023,5
133871,Sangamo Therapeutics Inc,2002,2
133871,Sangamo Therapeutics Inc,2003,6
133871,Sangamo Therapeutics Inc,2004,9
133871,Sangamo Therapeutics Inc,2005,5
133871,Sangamo Therapeutics Inc,2006,11
133871,Sangamo Therapeutics Inc,2007,12
133871,Sangamo Therapeutics Inc,2008,3
133871,Sangamo Therapeutics Inc,2009,6
133871,Sangamo Therapeutics Inc,2010,8
133871,Sangamo Therapeutics Inc,2011,18
133871,Sangamo Therapeutics Inc,2012,7
133871,Sangamo Therapeutics Inc,2013,17
133871,Sangamo Therapeutics Inc,2014,17
133871,Sangamo Therapeutics Inc,2015,20
133871,Sangamo Therapeutics Inc,2016,29
133871,Sangamo Therapeutics Inc,2017,26
133871,Sangamo Therapeutics Inc,2018,26
133871,Sangamo Therapeutics Inc,2019,23
133871,Sangamo Therapeutics Inc,2020,24
133871,Sangamo Therapeutics Inc,2021,20
133871,Sangamo Therapeutics Inc,2022,14
133871,Sangamo Therapeutics Inc,2023,14
133885,Exelixis Inc,2001,3
133885,Exelixis Inc,2002,2
133885,Exelixis Inc,2003,11
133885,Exelixis Inc,2004,5
133885,Exelixis Inc,2005,4
133885,Exelixis Inc,2006,4
133885,Exelixis Inc,2007,4
133885,Exelixis Inc,2008,1
133885,Exelixis Inc,2009,4
133885,Exelixis Inc,2010,6
133885,Exelixis Inc,2011,29
133885,Exelixis Inc,2012,18
133885,Exelixis Inc,2013,17
133885,Exelixis Inc,2014,22
133885,Exelixis Inc,2015,3
133885,Exelixis Inc,2016,2
133885,Exelixis Inc,2017,7
133885,Exelixis Inc,2018,8
133885,Exelixis Inc,2019,5
133885,Exelixis Inc,2020,6
133885,Exelixis Inc,2021,10
133885,Exelixis Inc,2022,7
133885,Exelixis Inc,2023,8
133886,Numerical Technologies Inc,1999,1
133886,Numerical Technologies Inc,2001,2
133886,Numerical Technologies Inc,2002,6
133886,Numerical Technologies Inc,2003,29
133886,Numerical Technologies Inc,2004,33
133886,Numerical Technologies Inc,2005,8
133888,Saba Software Inc,2017,1
133888,Saba Software Inc,2018,2
133905,Nova Ltd,1984,1
133905,Nova Ltd,1996,1
133905,Nova Ltd,1997,2
133905,Nova Ltd,1998,1
133905,Nova Ltd,1999,2
133905,Nova Ltd,2000,5
133905,Nova Ltd,2001,4
133905,Nova Ltd,2002,7
133905,Nova Ltd,2003,10
133905,Nova Ltd,2004,15
133905,Nova Ltd,2005,13
133905,Nova Ltd,2006,16
133905,Nova Ltd,2007,14
133905,Nova Ltd,2008,10
133905,Nova Ltd,2009,10
133905,Nova Ltd,2010,7
133905,Nova Ltd,2011,9
133905,Nova Ltd,2012,4
133905,Nova Ltd,2013,9
133905,Nova Ltd,2014,5
133905,Nova Ltd,2015,6
133905,Nova Ltd,2016,7
133905,Nova Ltd,2017,5
133905,Nova Ltd,2018,19
133905,Nova Ltd,2019,15
133905,Nova Ltd,2020,14
133905,Nova Ltd,2021,13
133905,Nova Ltd,2022,12
133905,Nova Ltd,2023,11
133944,Oclaro Inc,2000,6
133944,Oclaro Inc,2001,14
133944,Oclaro Inc,2002,7
133944,Oclaro Inc,2003,24
133944,Oclaro Inc,2004,16
133944,Oclaro Inc,2005,14
133944,Oclaro Inc,2006,25
133944,Oclaro Inc,2007,18
133944,Oclaro Inc,2008,10
133944,Oclaro Inc,2009,11
133944,Oclaro Inc,2010,15
133944,Oclaro Inc,2011,12
133944,Oclaro Inc,2012,13
133944,Oclaro Inc,2013,12
133944,Oclaro Inc,2014,12
133944,Oclaro Inc,2015,8
133944,Oclaro Inc,2016,4
133944,Oclaro Inc,2017,2
133944,Oclaro Inc,2018,3
133944,Oclaro Inc,2019,1
133945,DDi Corp.,1992,1
133945,DDi Corp.,2002,1
133945,DDi Corp.,2003,2
133945,DDi Corp.,2004,9
133945,DDi Corp.,2005,2
133945,DDi Corp.,2006,4
133945,DDi Corp.,2007,1
133945,DDi Corp.,2009,1
133945,DDi Corp.,2010,2
133945,DDi Corp.,2011,2
133945,DDi Corp.,2012,3
133945,DDi Corp.,2013,3
133945,DDi Corp.,2014,2
133945,DDi Corp.,2015,2
133945,DDi Corp.,2016,1
133949,Qualstar Corp,1990,1
133949,Qualstar Corp,1991,1
133949,Qualstar Corp,1998,1
133949,Qualstar Corp,2000,1
133949,Qualstar Corp,2001,1
133949,Qualstar Corp,2002,1
133949,Qualstar Corp,2003,1
133949,Qualstar Corp,2004,1
133949,Qualstar Corp,2007,1
133949,Qualstar Corp,2011,1
133949,Qualstar Corp,2013,1
134104,Knova Software Inc,2007,1
134124,ObjectSpace Inc,2001,1
134125,Top Tier Software Inc,1998,1
134164,WebEx Communications Inc,1991,1
134164,WebEx Communications Inc,2000,1
134164,WebEx Communications Inc,2003,4
134164,WebEx Communications Inc,2004,6
134164,WebEx Communications Inc,2005,2
134164,WebEx Communications Inc,2006,4
134164,WebEx Communications Inc,2007,3
134164,WebEx Communications Inc,2008,2
134164,WebEx Communications Inc,2009,1
134164,WebEx Communications Inc,2011,2
134447,Embarcadero Technologies Inc,2007,1
134447,Embarcadero Technologies Inc,2012,1
134447,Embarcadero Technologies Inc,2013,3
134447,Embarcadero Technologies Inc,2014,3
134447,Embarcadero Technologies Inc,2015,3
134447,Embarcadero Technologies Inc,2016,2
134447,Embarcadero Technologies Inc,2017,5
134447,Embarcadero Technologies Inc,2018,4
134447,Embarcadero Technologies Inc,2019,6
134447,Embarcadero Technologies Inc,2020,3
134447,Embarcadero Technologies Inc,2021,5
134447,Embarcadero Technologies Inc,2022,10
134447,Embarcadero Technologies Inc,2023,4
134451,Packard Bioscience Inc,2000,2
134451,Packard Bioscience Inc,2002,3
134451,Packard Bioscience Inc,2004,1
134451,Packard Bioscience Inc,2005,1
134452,SeeBeyond Technology Corp,2004,1
134452,SeeBeyond Technology Corp,2005,1
134464,CHS Inc,1993,1
134464,CHS Inc,1997,1
134464,CHS Inc,2002,2
134464,CHS Inc,2012,1
134464,CHS Inc,2014,1
134464,CHS Inc,2016,2
134464,CHS Inc,2018,2
134464,CHS Inc,2020,2
134464,CHS Inc,2021,2
134464,CHS Inc,2022,1
134604,Buildnet Inc,1999,1
134604,Buildnet Inc,2000,2
134645,CCBN.com Inc,2003,2
134685,Praecis Pharmaceuticals Inc,1998,5
134685,Praecis Pharmaceuticals Inc,1999,2
134685,Praecis Pharmaceuticals Inc,2000,1
134685,Praecis Pharmaceuticals Inc,2001,8
134685,Praecis Pharmaceuticals Inc,2002,2
134685,Praecis Pharmaceuticals Inc,2003,3
134685,Praecis Pharmaceuticals Inc,2004,5
134685,Praecis Pharmaceuticals Inc,2005,1
134685,Praecis Pharmaceuticals Inc,2006,5
134685,Praecis Pharmaceuticals Inc,2007,5
134685,Praecis Pharmaceuticals Inc,2008,2
134685,Praecis Pharmaceuticals Inc,2010,3
134685,Praecis Pharmaceuticals Inc,2011,2
134744,Signalsoft Corp,2001,2
134744,Signalsoft Corp,2002,1
134784,Ecal Corp,1999,1
134804,Docent Inc,2003,1
134804,Docent Inc,2004,1
134845,AT&T Wireless Services Inc,1997,4
134845,AT&T Wireless Services Inc,1998,13
134845,AT&T Wireless Services Inc,1999,38
134845,AT&T Wireless Services Inc,2000,18
134845,AT&T Wireless Services Inc,2001,24
134845,AT&T Wireless Services Inc,2002,45
134845,AT&T Wireless Services Inc,2003,37
134845,AT&T Wireless Services Inc,2004,41
134845,AT&T Wireless Services Inc,2005,18
134845,AT&T Wireless Services Inc,2006,8
134845,AT&T Wireless Services Inc,2009,1
134867,BSI2000 Inc,2004,1
134867,BSI2000 Inc,2006,2
134869,Genomic Solutions Inc,2001,2
134869,Genomic Solutions Inc,2002,2
134869,Genomic Solutions Inc,2009,1
134870,Metawave Communications Corp,1996,1
134870,Metawave Communications Corp,1997,1
134870,Metawave Communications Corp,1998,6
134870,Metawave Communications Corp,1999,10
134870,Metawave Communications Corp,2000,9
134870,Metawave Communications Corp,2001,17
134870,Metawave Communications Corp,2002,9
134870,Metawave Communications Corp,2003,4
134870,Metawave Communications Corp,2019,1
134870,Metawave Communications Corp,2021,6
134870,Metawave Communications Corp,2022,15
134870,Metawave Communications Corp,2023,13
134932,ON Semiconductor Corp,1986,11
134932,ON Semiconductor Corp,1987,30
134932,ON Semiconductor Corp,1988,17
134932,ON Semiconductor Corp,1989,17
134932,ON Semiconductor Corp,1990,6
134932,ON Semiconductor Corp,1991,6
134932,ON Semiconductor Corp,1992,1
134932,ON Semiconductor Corp,1994,1
134932,ON Semiconductor Corp,1997,1
134932,ON Semiconductor Corp,1998,6
134932,ON Semiconductor Corp,1999,12
134932,ON Semiconductor Corp,2000,30
134932,ON Semiconductor Corp,2001,47
134932,ON Semiconductor Corp,2002,109
134932,ON Semiconductor Corp,2003,74
134932,ON Semiconductor Corp,2004,100
134932,ON Semiconductor Corp,2005,77
134932,ON Semiconductor Corp,2006,88
134932,ON Semiconductor Corp,2007,62
134932,ON Semiconductor Corp,2008,108
134932,ON Semiconductor Corp,2009,252
134932,ON Semiconductor Corp,2010,356
134932,ON Semiconductor Corp,2011,328
134932,ON Semiconductor Corp,2012,361
134932,ON Semiconductor Corp,2013,335
134932,ON Semiconductor Corp,2014,378
134932,ON Semiconductor Corp,2015,274
134932,ON Semiconductor Corp,2016,271
134932,ON Semiconductor Corp,2017,291
134932,ON Semiconductor Corp,2018,343
134932,ON Semiconductor Corp,2019,350
134932,ON Semiconductor Corp,2020,374
134932,ON Semiconductor Corp,2021,263
134932,ON Semiconductor Corp,2022,233
134932,ON Semiconductor Corp,2023,136
134965,Netgenics Inc,2000,1
134984,Crossworlds Software Inc,2000,1
134984,Crossworlds Software Inc,2001,1
135004,Orchid Cellmark Inc,2000,1
135004,Orchid Cellmark Inc,2001,8
135004,Orchid Cellmark Inc,2002,11
135004,Orchid Cellmark Inc,2003,2
135004,Orchid Cellmark Inc,2004,1
135004,Orchid Cellmark Inc,2006,1
135024,Sequoia Software Corp,2003,1
135024,Sequoia Software Corp,2022,1
135044,Pixelworks Inc,2001,1
135044,Pixelworks Inc,2002,5
135044,Pixelworks Inc,2003,7
135044,Pixelworks Inc,2004,10
135044,Pixelworks Inc,2005,8
135044,Pixelworks Inc,2006,27
135044,Pixelworks Inc,2007,22
135044,Pixelworks Inc,2008,23
135044,Pixelworks Inc,2009,31
135044,Pixelworks Inc,2010,26
135044,Pixelworks Inc,2011,12
135044,Pixelworks Inc,2012,19
135044,Pixelworks Inc,2013,33
135044,Pixelworks Inc,2014,41
135044,Pixelworks Inc,2015,32
135044,Pixelworks Inc,2016,53
135044,Pixelworks Inc,2017,45
135044,Pixelworks Inc,2018,10
135044,Pixelworks Inc,2019,9
135044,Pixelworks Inc,2020,4
135044,Pixelworks Inc,2021,1
135044,Pixelworks Inc,2022,2
135044,Pixelworks Inc,2023,1
135226,La Mancha Resources Inc,2004,1
135226,La Mancha Resources Inc,2010,3
135226,La Mancha Resources Inc,2011,1
135226,La Mancha Resources Inc,2012,11
135226,La Mancha Resources Inc,2013,6
135226,La Mancha Resources Inc,2014,13
135226,La Mancha Resources Inc,2015,12
135226,La Mancha Resources Inc,2016,3
135226,La Mancha Resources Inc,2017,7
135226,La Mancha Resources Inc,2018,2
135226,La Mancha Resources Inc,2022,2
135247,Icoria Inc,2004,2
135247,Icoria Inc,2005,3
135247,Icoria Inc,2006,1
135264,TIAA-CREF,2014,1
135264,TIAA-CREF,2016,1
135264,TIAA-CREF,2017,2
135264,TIAA-CREF,2018,2
135264,TIAA-CREF,2019,2
135264,TIAA-CREF,2020,4
135264,TIAA-CREF,2021,2
135264,TIAA-CREF,2022,3
135484,Frontier Communications Parent Inc,2010,1
135484,Frontier Communications Parent Inc,2012,1
135484,Frontier Communications Parent Inc,2013,1
135484,Frontier Communications Parent Inc,2014,1
135484,Frontier Communications Parent Inc,2015,1
135484,Frontier Communications Parent Inc,2019,1
135484,Frontier Communications Parent Inc,2020,1
135484,Frontier Communications Parent Inc,2022,5
135484,Frontier Communications Parent Inc,2023,9
135527,Live Current Media Inc,2020,3
135527,Live Current Media Inc,2023,1
135708,New Focus Inc,1992,3
135708,New Focus Inc,1993,2
135708,New Focus Inc,1994,3
135708,New Focus Inc,1995,4
135708,New Focus Inc,1996,2
135708,New Focus Inc,1997,3
135708,New Focus Inc,1998,4
135708,New Focus Inc,1999,4
135708,New Focus Inc,2000,4
135708,New Focus Inc,2001,12
135708,New Focus Inc,2002,10
135708,New Focus Inc,2003,10
135708,New Focus Inc,2004,2
135708,New Focus Inc,2005,1
135708,New Focus Inc,2006,2
135708,New Focus Inc,2007,1
135788,CEVA Inc,2004,2
135788,CEVA Inc,2005,1
135788,CEVA Inc,2006,8
135788,CEVA Inc,2007,11
135788,CEVA Inc,2008,4
135788,CEVA Inc,2009,12
135788,CEVA Inc,2010,6
135788,CEVA Inc,2011,4
135788,CEVA Inc,2012,10
135788,CEVA Inc,2013,13
135788,CEVA Inc,2014,12
135788,CEVA Inc,2015,10
135788,CEVA Inc,2016,19
135788,CEVA Inc,2017,3
135788,CEVA Inc,2018,4
135788,CEVA Inc,2019,6
135788,CEVA Inc,2020,2
135788,CEVA Inc,2021,1
135788,CEVA Inc,2022,1
135804,Diva Systems Corp,1998,1
135804,Diva Systems Corp,1999,2
135804,Diva Systems Corp,2000,2
135804,Diva Systems Corp,2001,13
135804,Diva Systems Corp,2002,9
135804,Diva Systems Corp,2003,10
135804,Diva Systems Corp,2004,11
135805,Microtune Inc,2001,2
135805,Microtune Inc,2002,1
135805,Microtune Inc,2003,5
135805,Microtune Inc,2004,6
135805,Microtune Inc,2005,10
135805,Microtune Inc,2006,7
135805,Microtune Inc,2007,12
135805,Microtune Inc,2008,11
135805,Microtune Inc,2009,9
135805,Microtune Inc,2010,14
135805,Microtune Inc,2011,1
135824,Vina Technologies Inc,2002,1
135844,Innovative Solutions and Support Inc,1989,1
135844,Innovative Solutions and Support Inc,1991,1
135844,Innovative Solutions and Support Inc,1994,1
135844,Innovative Solutions and Support Inc,1995,1
135844,Innovative Solutions and Support Inc,1999,2
135844,Innovative Solutions and Support Inc,2002,1
135844,Innovative Solutions and Support Inc,2003,2
135844,Innovative Solutions and Support Inc,2004,2
135844,Innovative Solutions and Support Inc,2005,3
135844,Innovative Solutions and Support Inc,2006,1
135844,Innovative Solutions and Support Inc,2008,2
135844,Innovative Solutions and Support Inc,2009,1
135844,Innovative Solutions and Support Inc,2010,5
135844,Innovative Solutions and Support Inc,2011,1
135844,Innovative Solutions and Support Inc,2012,2
135844,Innovative Solutions and Support Inc,2013,1
135844,Innovative Solutions and Support Inc,2015,3
135844,Innovative Solutions and Support Inc,2016,2
135844,Innovative Solutions and Support Inc,2017,5
135844,Innovative Solutions and Support Inc,2018,5
135844,Innovative Solutions and Support Inc,2019,2
135844,Innovative Solutions and Support Inc,2023,1
135865,Broadwing Corp,2005,1
135865,Broadwing Corp,2006,1
135865,Broadwing Corp,2007,2
135865,Broadwing Corp,2008,7
135865,Broadwing Corp,2009,5
135865,Broadwing Corp,2010,1
135911,Notis Global Inc,2014,4
135914,Oni Systems Corp,2001,3
135914,Oni Systems Corp,2002,5
135965,Ribbon Communications Inc,1981,1
135965,Ribbon Communications Inc,1985,1
135965,Ribbon Communications Inc,1987,2
135965,Ribbon Communications Inc,1988,1
135965,Ribbon Communications Inc,1989,5
135965,Ribbon Communications Inc,1990,6
135965,Ribbon Communications Inc,1991,5
135965,Ribbon Communications Inc,1992,2
135965,Ribbon Communications Inc,1993,3
135965,Ribbon Communications Inc,1994,4
135965,Ribbon Communications Inc,1995,6
135965,Ribbon Communications Inc,1996,1
135965,Ribbon Communications Inc,1997,1
135965,Ribbon Communications Inc,1998,2
135965,Ribbon Communications Inc,1999,1
135965,Ribbon Communications Inc,2000,5
135965,Ribbon Communications Inc,2001,9
135965,Ribbon Communications Inc,2002,10
135965,Ribbon Communications Inc,2003,18
135965,Ribbon Communications Inc,2004,19
135965,Ribbon Communications Inc,2005,11
135965,Ribbon Communications Inc,2006,26
135965,Ribbon Communications Inc,2007,24
135965,Ribbon Communications Inc,2008,27
135965,Ribbon Communications Inc,2009,15
135965,Ribbon Communications Inc,2010,37
135965,Ribbon Communications Inc,2011,51
135965,Ribbon Communications Inc,2012,35
135965,Ribbon Communications Inc,2013,37
135965,Ribbon Communications Inc,2014,47
135965,Ribbon Communications Inc,2015,38
135965,Ribbon Communications Inc,2016,39
135965,Ribbon Communications Inc,2017,38
135965,Ribbon Communications Inc,2018,32
135965,Ribbon Communications Inc,2019,34
135965,Ribbon Communications Inc,2020,40
135965,Ribbon Communications Inc,2021,28
135965,Ribbon Communications Inc,2022,18
135965,Ribbon Communications Inc,2023,25
135966,Sirenza Microdevices Inc,2002,3
135966,Sirenza Microdevices Inc,2003,7
135966,Sirenza Microdevices Inc,2004,8
135966,Sirenza Microdevices Inc,2005,6
135966,Sirenza Microdevices Inc,2006,1
135966,Sirenza Microdevices Inc,2007,1
135986,Sciele Pharma Inc,2006,1
135986,Sciele Pharma Inc,2009,1
135990,NRG Energy Inc,1977,2
135990,NRG Energy Inc,1984,5
135990,NRG Energy Inc,1985,8
135990,NRG Energy Inc,1986,2
135990,NRG Energy Inc,2000,1
135990,NRG Energy Inc,2002,3
135990,NRG Energy Inc,2003,1
135990,NRG Energy Inc,2009,1
135990,NRG Energy Inc,2010,3
135990,NRG Energy Inc,2011,3
135990,NRG Energy Inc,2012,3
135990,NRG Energy Inc,2013,3
135990,NRG Energy Inc,2014,4
135990,NRG Energy Inc,2015,15
135990,NRG Energy Inc,2016,39
135990,NRG Energy Inc,2017,65
135990,NRG Energy Inc,2018,89
135990,NRG Energy Inc,2019,100
135990,NRG Energy Inc,2020,74
135990,NRG Energy Inc,2021,48
135990,NRG Energy Inc,2022,27
135990,NRG Energy Inc,2023,11
136186,Insmed Inc,1992,1
136186,Insmed Inc,1993,2
136186,Insmed Inc,1995,8
136186,Insmed Inc,1996,5
136186,Insmed Inc,1997,9
136186,Insmed Inc,1998,7
136186,Insmed Inc,1999,5
136186,Insmed Inc,2000,7
136186,Insmed Inc,2002,6
136186,Insmed Inc,2003,5
136186,Insmed Inc,2007,1
136186,Insmed Inc,2011,1
136186,Insmed Inc,2012,1
136186,Insmed Inc,2014,6
136186,Insmed Inc,2015,4
136186,Insmed Inc,2016,5
136186,Insmed Inc,2017,6
136186,Insmed Inc,2018,5
136186,Insmed Inc,2019,6
136186,Insmed Inc,2020,4
136186,Insmed Inc,2021,3
136186,Insmed Inc,2022,3
136186,Insmed Inc,2023,3
136265,Banc of California Inc,2015,3
136306,Pendrell Corp,2004,5
136306,Pendrell Corp,2005,21
136306,Pendrell Corp,2006,13
136306,Pendrell Corp,2007,17
136306,Pendrell Corp,2008,6
136306,Pendrell Corp,2009,4
136306,Pendrell Corp,2010,13
136306,Pendrell Corp,2011,7
136306,Pendrell Corp,2012,10
136306,Pendrell Corp,2013,17
136306,Pendrell Corp,2014,20
136306,Pendrell Corp,2015,11
136306,Pendrell Corp,2016,6
136306,Pendrell Corp,2017,7
136306,Pendrell Corp,2018,7
136306,Pendrell Corp,2019,3
136306,Pendrell Corp,2020,3
136306,Pendrell Corp,2021,4
136306,Pendrell Corp,2022,2
136306,Pendrell Corp,2023,2
136307,Medis Technologies Ltd,1997,1
136307,Medis Technologies Ltd,1999,2
136307,Medis Technologies Ltd,2001,1
136307,Medis Technologies Ltd,2002,4
136307,Medis Technologies Ltd,2003,2
136307,Medis Technologies Ltd,2004,3
136307,Medis Technologies Ltd,2005,1
136307,Medis Technologies Ltd,2006,2
136307,Medis Technologies Ltd,2007,1
136307,Medis Technologies Ltd,2008,1
136307,Medis Technologies Ltd,2009,3
136310,SynX Pharma Inc,2003,9
136310,SynX Pharma Inc,2004,2
136310,SynX Pharma Inc,2005,3
136310,SynX Pharma Inc,2006,13
136310,SynX Pharma Inc,2007,1
136648,Visteon Corp.,1999,9
136648,Visteon Corp.,2000,37
136648,Visteon Corp.,2001,214
136648,Visteon Corp.,2002,198
136648,Visteon Corp.,2003,250
136648,Visteon Corp.,2004,282
136648,Visteon Corp.,2005,201
136648,Visteon Corp.,2006,140
136648,Visteon Corp.,2007,84
136648,Visteon Corp.,2008,42
136648,Visteon Corp.,2009,50
136648,Visteon Corp.,2010,42
136648,Visteon Corp.,2011,36
136648,Visteon Corp.,2012,29
136648,Visteon Corp.,2013,25
136648,Visteon Corp.,2014,20
136648,Visteon Corp.,2015,14
136648,Visteon Corp.,2016,25
136648,Visteon Corp.,2017,38
136648,Visteon Corp.,2018,20
136648,Visteon Corp.,2019,40
136648,Visteon Corp.,2020,22
136648,Visteon Corp.,2021,7
136648,Visteon Corp.,2022,8
136648,Visteon Corp.,2023,7
136725,Intuitive Surgical Inc,1998,3
136725,Intuitive Surgical Inc,2000,2
136725,Intuitive Surgical Inc,2001,9
136725,Intuitive Surgical Inc,2002,13
136725,Intuitive Surgical Inc,2003,10
136725,Intuitive Surgical Inc,2004,16
136725,Intuitive Surgical Inc,2005,17
136725,Intuitive Surgical Inc,2006,18
136725,Intuitive Surgical Inc,2007,7
136725,Intuitive Surgical Inc,2008,15
136725,Intuitive Surgical Inc,2009,8
136725,Intuitive Surgical Inc,2010,31
136725,Intuitive Surgical Inc,2011,38
136725,Intuitive Surgical Inc,2012,60
136725,Intuitive Surgical Inc,2013,90
136725,Intuitive Surgical Inc,2014,121
136725,Intuitive Surgical Inc,2015,115
136725,Intuitive Surgical Inc,2016,132
136725,Intuitive Surgical Inc,2017,120
136725,Intuitive Surgical Inc,2018,146
136725,Intuitive Surgical Inc,2019,186
136725,Intuitive Surgical Inc,2020,217
136725,Intuitive Surgical Inc,2021,200
136725,Intuitive Surgical Inc,2022,204
136725,Intuitive Surgical Inc,2023,193
136804,Cepheid Inc,2012,3
136806,DAC Technologies Group International Inc,1995,2
136806,DAC Technologies Group International Inc,1996,4
136806,DAC Technologies Group International Inc,1997,1
136806,DAC Technologies Group International Inc,2006,1
136806,DAC Technologies Group International Inc,2008,1
136806,DAC Technologies Group International Inc,2011,1
136806,DAC Technologies Group International Inc,2012,7
136806,DAC Technologies Group International Inc,2013,8
136806,DAC Technologies Group International Inc,2015,1
136806,DAC Technologies Group International Inc,2019,1
136806,DAC Technologies Group International Inc,2020,1
136824,August Technology Corp,1996,1
136824,August Technology Corp,2001,1
136824,August Technology Corp,2004,4
136824,August Technology Corp,2005,5
136824,August Technology Corp,2006,4
136824,August Technology Corp,2011,1
136828,Rediff.com India Ltd,2016,3
136847,Osca Inc,1990,1
136847,Osca Inc,1991,1
136847,Osca Inc,1996,1
136847,Osca Inc,1997,1
136847,Osca Inc,1999,1
136847,Osca Inc,2001,1
136847,Osca Inc,2002,3
136884,Dendreon Corp,1998,1
136884,Dendreon Corp,1999,2
136884,Dendreon Corp,2000,3
136884,Dendreon Corp,2001,3
136884,Dendreon Corp,2002,1
136884,Dendreon Corp,2004,3
136884,Dendreon Corp,2005,1
136884,Dendreon Corp,2006,8
136884,Dendreon Corp,2007,7
136884,Dendreon Corp,2008,3
136884,Dendreon Corp,2009,4
136884,Dendreon Corp,2010,4
136884,Dendreon Corp,2011,2
136884,Dendreon Corp,2012,3
136884,Dendreon Corp,2013,7
136884,Dendreon Corp,2014,2
136884,Dendreon Corp,2015,1
136884,Dendreon Corp,2019,1
137024,Basic Energy Services Inc,2016,1
137067,Handspring Inc,2002,7
137067,Handspring Inc,2003,2
137067,Handspring Inc,2004,3
137067,Handspring Inc,2005,2
137067,Handspring Inc,2006,1
137068,Sonomax Technologies Inc,2002,1
137068,Sonomax Technologies Inc,2004,3
137068,Sonomax Technologies Inc,2008,1
137068,Sonomax Technologies Inc,2011,7
137068,Sonomax Technologies Inc,2013,1
137068,Sonomax Technologies Inc,2014,2
137068,Sonomax Technologies Inc,2015,2
137090,BELLUS Health Inc,2009,1
137090,BELLUS Health Inc,2010,2
137090,BELLUS Health Inc,2018,1
137110,Clicksoftware Technologies Ltd,2022,1
137110,Clicksoftware Technologies Ltd,2023,3
137130,Occam Networks Inc,2002,1
137130,Occam Networks Inc,2003,6
137130,Occam Networks Inc,2004,5
137130,Occam Networks Inc,2005,3
137130,Occam Networks Inc,2006,3
137130,Occam Networks Inc,2008,2
137130,Occam Networks Inc,2009,3
137130,Occam Networks Inc,2010,4
137131,Charles River Laboratories International Inc,1994,1
137131,Charles River Laboratories International Inc,2001,1
137131,Charles River Laboratories International Inc,2002,1
137131,Charles River Laboratories International Inc,2003,1
137131,Charles River Laboratories International Inc,2004,3
137131,Charles River Laboratories International Inc,2005,1
137131,Charles River Laboratories International Inc,2006,1
137131,Charles River Laboratories International Inc,2008,1
137131,Charles River Laboratories International Inc,2009,2
137131,Charles River Laboratories International Inc,2011,4
137131,Charles River Laboratories International Inc,2012,3
137131,Charles River Laboratories International Inc,2013,1
137131,Charles River Laboratories International Inc,2014,9
137131,Charles River Laboratories International Inc,2015,5
137131,Charles River Laboratories International Inc,2016,3
137131,Charles River Laboratories International Inc,2017,5
137131,Charles River Laboratories International Inc,2018,6
137131,Charles River Laboratories International Inc,2019,5
137131,Charles River Laboratories International Inc,2020,3
137131,Charles River Laboratories International Inc,2021,5
137131,Charles River Laboratories International Inc,2022,2
137131,Charles River Laboratories International Inc,2023,1
137137,Manufacturers Services Ltd,1989,1
137137,Manufacturers Services Ltd,2001,1
137170,Atrium Co Inc.,1989,1
137170,Atrium Co Inc.,1992,1
137170,Atrium Co Inc.,1994,1
137170,Atrium Co Inc.,1996,2
137170,Atrium Co Inc.,1997,1
137170,Atrium Co Inc.,1998,2
137170,Atrium Co Inc.,2000,2
137170,Atrium Co Inc.,2001,2
137170,Atrium Co Inc.,2004,1
137250,ART Advanced Research Technologies Inc,1992,2
137250,ART Advanced Research Technologies Inc,1993,1
137250,ART Advanced Research Technologies Inc,1994,1
137250,ART Advanced Research Technologies Inc,1995,1
137250,ART Advanced Research Technologies Inc,2002,1
137250,ART Advanced Research Technologies Inc,2004,2
137250,ART Advanced Research Technologies Inc,2005,4
137250,ART Advanced Research Technologies Inc,2006,2
137250,ART Advanced Research Technologies Inc,2007,1
137250,ART Advanced Research Technologies Inc,2008,2
137250,ART Advanced Research Technologies Inc,2010,4
137250,ART Advanced Research Technologies Inc,2011,1
137250,ART Advanced Research Technologies Inc,2012,1
137252,Click Commerce Inc,2006,1
137252,Click Commerce Inc,2009,2
137290,Nstein Technologies Inc,2002,2
137292,Stratos International Inc,1989,1
137292,Stratos International Inc,1990,1
137292,Stratos International Inc,1992,1
137292,Stratos International Inc,1993,1
137292,Stratos International Inc,1994,2
137292,Stratos International Inc,1995,1
137292,Stratos International Inc,1996,1
137292,Stratos International Inc,1998,1
137292,Stratos International Inc,1999,1
137310,Marvell Technology Inc,1994,1
137310,Marvell Technology Inc,1995,1
137310,Marvell Technology Inc,1996,2
137310,Marvell Technology Inc,1997,3
137310,Marvell Technology Inc,1998,3
137310,Marvell Technology Inc,1999,2
137310,Marvell Technology Inc,2000,7
137310,Marvell Technology Inc,2001,11
137310,Marvell Technology Inc,2002,29
137310,Marvell Technology Inc,2003,21
137310,Marvell Technology Inc,2004,40
137310,Marvell Technology Inc,2005,74
137310,Marvell Technology Inc,2006,138
137310,Marvell Technology Inc,2007,230
137310,Marvell Technology Inc,2008,292
137310,Marvell Technology Inc,2009,374
137310,Marvell Technology Inc,2010,598
137310,Marvell Technology Inc,2011,728
137310,Marvell Technology Inc,2012,822
137310,Marvell Technology Inc,2013,939
137310,Marvell Technology Inc,2014,1134
