gvkey,year,patentcount
185112,2017,42
185119,2013,1
185119,2014,1
185119,2015,2
185125,2008,1
185125,2009,1
185125,2010,3
185125,2012,2
185125,2014,1
185125,2015,1
185125,2016,2
185138,2012,1
185180,2006,1
185180,2007,4
185180,2008,2
185180,2009,1
185180,2010,2
185180,2011,7
185180,2012,6
185180,2013,15
185180,2014,31
185180,2015,49
185195,2014,1
185229,2008,1
185229,2010,1
185229,2012,1
185229,2013,2
185229,2014,8
185229,2015,8
185229,2016,9
185229,2017,5
185234,2012,1
185234,2013,3
185276,2012,1
185276,2014,2
185277,2009,1
185277,2010,2
185277,2014,3
185309,2015,2
185309,2016,1
185323,2016,1
185340,2008,5
185346,2011,5
185355,2011,2
185355,2012,2
185355,2013,3
185355,2014,2
185355,2015,1
185355,2016,3
185355,2017,2
185380,2008,3
185380,2009,5
185380,2010,10
185380,2011,9
185380,2012,9
185380,2013,12
185380,2014,21
185380,2015,4
185380,2016,6
185380,2017,1
185391,2015,1
185391,2016,1
185413,2011,1
185413,2012,1
185413,2013,1
185419,2008,4
185419,2009,7
185419,2010,13
185419,2011,19
185419,2012,25
185419,2013,31
185419,2014,28
185419,2015,40
185419,2016,25
185419,2017,18
185428,2009,1
185428,2011,6
185428,2012,3
185428,2013,3
185428,2014,7
185428,2015,5
185428,2016,3
185428,2017,4
185517,2005,250
185517,2006,265
185517,2007,305
185517,2008,307
185517,2009,348
185517,2010,474
185517,2011,475
185517,2012,429
185517,2013,438
185517,2014,511
185532,2010,1
185549,2008,2
185549,2009,2
185549,2010,2
185549,2011,2
185549,2012,1
185571,2013,1
185659,2012,1
185659,2015,1
185661,2009,6
185661,2010,5
185661,2011,8
185661,2012,8
185661,2013,13
185664,2012,1
185664,2013,1
185703,2009,4
185703,2010,3
185703,2011,3
185703,2012,6
185703,2013,2
185703,2014,5
185703,2015,2
185703,2016,2
185769,2011,1
185769,2013,1
185769,2014,2
185769,2015,1
185769,2016,2
185773,2014,2
185836,2012,1
185836,2014,1
185836,2015,2
185836,2017,1
185857,2011,2
185857,2012,1
185857,2013,5
185881,2014,1
185881,2016,3
185881,2017,1
185908,2012,5
185908,2013,5
185908,2014,6
185908,2015,2
185908,2016,2
185943,2010,4
185943,2011,7
185943,2012,9
185943,2013,14
185946,2012,1
185946,2013,1
185960,2012,1
185960,2013,3
185960,2016,1
186013,2015,1
186091,2012,1
186091,2014,1
186096,2013,4
186096,2014,1
186096,2015,1
186106,2010,48
186106,2011,247
186112,2010,1
186129,2014,1
186129,2015,1
186129,2016,1
186159,2008,1
186159,2009,1
186159,2010,6
186159,2011,3
186159,2012,5
186159,2013,5
186159,2014,10
186159,2015,5
186159,2016,7
186159,2017,5
186288,2009,1
186288,2012,1
186288,2014,2
186288,2016,5
186308,2009,16
186308,2010,16
186308,2011,18
186308,2012,13
186308,2013,25
186308,2014,23
186308,2015,104
186308,2016,24
186308,2017,1
186310,2011,1
186310,2012,2
186310,2013,1
186310,2016,1
186310,2017,2
186336,2014,1
186336,2015,2
186345,2007,1
186345,2008,1
186345,2011,1
186345,2013,3
186345,2014,1
186345,2015,4
186349,2011,3
186349,2012,2
186360,2008,1
186360,2011,1
186360,2012,2
186437,2011,3
186437,2012,10
186437,2013,8
186437,2014,2
186437,2015,2
186437,2016,1
186497,2009,1
186497,2010,1
186497,2011,2
186497,2012,2
186497,2013,4
186497,2014,6
186501,2008,1
186501,2010,1
186520,2011,1
186520,2012,1
186520,2014,1
186520,2016,10
186525,2010,1
186607,2011,1
186607,2013,1
186607,2014,3
186607,2015,2
186607,2016,3
186607,2017,1
186681,2013,1
186683,2010,1
186683,2011,6
186683,2012,25
186683,2013,26
186712,2010,1
186715,2011,2
186715,2012,8
186715,2013,9
186715,2014,17
186715,2015,15
186715,2016,11
186716,2010,3
186718,2014,1
186720,2009,3
186720,2010,4
186773,2009,1
186773,2011,1
186834,2013,1
186834,2016,1
186876,2014,1
186898,2011,6
186898,2012,8
186898,2013,20
186953,2011,1
186953,2015,3
186953,2016,2
186955,2008,2
186955,2012,2
186955,2013,2
186955,2014,1
186955,2015,2
186955,2016,1
186962,2009,1
186962,2010,2
186962,2011,3
186962,2012,3
186962,2013,7
186962,2014,7
186962,2015,6
186962,2016,5
186974,2010,2
186974,2011,2
186974,2013,2
186974,2014,3
186974,2016,5
186974,2017,3
186989,2008,3
186989,2009,5
186989,2010,1
186989,2011,3
186989,2012,1
186989,2013,2
186989,2014,5
186989,2015,2
186989,2016,3
186989,2017,2
186995,2014,1
187083,2010,2
187105,2009,1
187118,2015,1
187118,2016,15
187118,2017,5
187169,2014,1
187169,2015,1
187215,2016,2
187215,2017,3
187251,2013,1
187251,2015,1
187285,2008,18
187285,2009,11
187285,2010,8
187285,2011,9
187285,2012,14
187285,2013,10
187285,2014,3
187285,2015,7
187347,2015,1
187350,2016,1
187363,2012,7
187363,2013,3
187363,2014,4
187363,2015,12
187363,2016,16
187363,2017,11
187368,2012,1
187368,2013,1
187375,2011,1
187375,2012,1
187375,2013,1
187375,2014,1
187392,2010,1
187392,2012,1
187410,2015,1
187410,2016,1
187411,2017,2
187434,2010,2
187434,2011,1
187434,2012,8
187434,2013,4
187434,2014,4
187434,2015,6
187434,2016,1
187434,2017,3
187449,2011,1
187450,2010,4
187450,2011,9
187450,2012,9
187450,2013,13
187450,2014,11
187450,2015,16
187450,2016,24
187450,2017,5
187462,2011,1
187462,2012,3
187462,2013,5
187462,2014,9
187462,2015,7
187462,2016,19
187462,2017,3
187490,2009,1
187490,2010,2
187490,2011,3
187490,2012,2
187490,2013,3
187490,2014,4
187490,2015,9
187490,2016,4
187490,2017,2
187550,2009,2
187550,2010,5
187550,2012,1
187550,2013,1
187550,2014,2
187550,2015,5
187550,2016,8
187550,2017,1
187566,2010,3
187576,2012,45
187576,2013,55
187576,2014,65
187576,2015,58
187576,2016,77
187576,2017,18
187607,2008,1
187607,2010,8
187607,2011,12
187607,2012,13
187607,2013,19
187607,2014,11
187607,2015,22
187607,2016,15
187631,2008,1
187631,2010,1
187631,2012,2
187631,2013,2
187631,2014,8
187631,2015,4
187631,2016,13
187631,2017,2
187648,2014,1
187648,2015,2
187648,2016,2
187648,2017,1
187653,2010,1
187653,2012,4
187653,2013,3
187653,2014,2
187653,2015,1
187653,2016,3
187686,2010,1
187686,2011,1
187686,2013,5
187687,2011,1
187687,2013,2
187689,2014,1
187692,2014,1
187692,2015,1
187696,2009,4
187696,2010,2
187696,2011,1
187696,2012,3
187696,2014,1
187700,2010,1
187720,2011,4
187720,2012,7
187720,2013,7
187720,2014,4
187720,2015,3
187720,2016,3
187720,2017,2
187722,2009,2
187722,2010,7
187722,2011,37
187722,2012,45
187722,2013,129
187722,2014,215
187722,2015,182
187722,2016,94
187722,2017,4
187739,2008,1
187739,2010,1
187739,2011,2
187739,2012,3
187739,2013,1
187739,2014,2
187739,2015,2
187740,2012,2
187740,2013,4
187740,2014,5
187740,2015,11
187740,2016,16
187740,2017,5
187765,2015,3
187765,2017,2
187773,2009,1
187773,2012,1
187773,2013,1
187773,2015,3
187773,2016,1
187777,2012,1
187959,2011,1
187959,2015,4
187959,2016,5
187959,2017,1
187960,2010,4
187969,2015,6
187969,2016,4
188157,2012,2
188157,2013,2
188157,2014,2
188157,2015,4
188157,2016,4
188355,2010,1
188662,2010,3
188855,2012,1
188855,2013,3
188855,2017,1
189363,2009,1
189363,2010,4
189363,2011,2
189363,2012,3
189363,2013,1
189456,2014,1
189490,2012,48
189490,2013,45
189490,2014,61
189491,2008,1
189491,2009,2
189491,2010,2
189517,2012,1
189518,2010,2
189518,2011,7
189546,2008,1
189546,2009,2
189546,2010,1
189546,2011,1
189559,2009,1
189559,2010,1
189562,2014,1
190355,2013,1
190455,2010,1
190455,2011,1
190455,2012,1
190455,2013,6
190455,2014,5
190455,2016,2
190580,2012,1
190580,2013,1
190580,2014,3
190580,2015,3
190580,2016,3
190856,2013,1
190856,2016,2
190856,2017,1
192856,2009,7
192856,2010,4
192856,2011,1
192856,2012,2
192856,2013,6
192856,2014,2
194158,2014,1
194158,2015,15
194158,2016,17
194158,2017,7
194255,2012,1
194255,2013,1
194255,2014,2
194255,2015,1
194255,2016,2
194455,2014,1
194956,2014,5
194956,2015,1
194956,2016,1
194956,2017,1
196055,2015,1
196055,2016,1
196160,2011,2
196160,2012,2
196160,2013,1
196160,2014,5
196160,2016,1
196268,2016,1
196268,2017,1
196355,2017,1
196856,2010,2
196856,2013,6
197559,2013,1
197559,2014,7
197559,2015,4
197559,2016,1
199055,2015,1
200096,1989,9
200096,1990,11
200096,1991,17
200096,1992,15
200096,1993,10
200096,1994,7
200096,1995,8
200096,1996,1
200096,1997,6
200096,1998,8
200096,1999,11
200096,2000,13
200096,2001,4
200096,2002,21
200096,2003,10
200096,2004,20
200096,2005,25
200096,2006,24
200096,2007,16
200096,2008,10
200096,2009,7
200096,2010,25
200096,2011,19
200096,2012,26
200096,2013,25
200096,2014,26
200096,2015,26
200096,2016,34
200096,2017,15
200143,1988,2
200143,1989,1
200143,1992,2
200143,1993,10
200143,1994,3
200143,1995,3
200143,1996,6
200143,1997,9
200143,1998,12
200143,1999,14
200143,2000,11
200143,2001,14
200143,2002,20
200143,2003,18
200143,2004,34
200143,2005,33
200143,2006,23
200143,2007,34
200143,2008,37
200143,2009,49
200143,2010,46
200143,2011,30
200143,2012,55
200143,2013,34
200143,2014,30
200143,2015,35
200143,2016,28
200143,2017,6
200218,2000,1
200218,2002,2
200218,2003,2
200218,2010,1
200218,2011,2
200218,2012,1
200218,2013,7
200218,2014,12
200218,2015,20
200218,2016,21
200218,2017,11
200460,2000,1
200460,2001,7
200460,2002,17
200460,2003,22
200460,2004,17
200460,2005,12
200460,2006,14
200460,2007,11
200460,2008,16
200460,2009,18
200460,2010,27
200460,2011,18
200460,2012,31
200460,2013,37
200460,2014,14
200460,2015,10
200460,2016,7
200460,2017,1
200595,1992,3
200595,1993,1
200595,1994,1
200595,1996,4
200595,1997,13
200595,1998,16
200595,1999,19
200595,2000,32
200595,2001,42
200595,2002,50
200595,2003,63
200595,2004,52
200595,2005,51
200595,2006,31
200595,2007,23
200595,2008,24
200595,2009,16
200595,2010,38
200595,2011,43
200595,2012,113
200595,2013,86
200595,2014,53
200595,2015,39
200595,2016,52
200595,2017,21
200976,2004,2
200976,2005,1
200976,2011,3
200976,2012,3
200976,2014,1
200976,2015,3
200976,2016,3
201088,1990,3
201088,1991,2
201088,1992,2
201088,1993,5
201088,1994,5
201088,1996,7
201088,1997,15
201088,1998,15
201088,1999,21
201088,2000,11
201088,2001,15
201088,2002,11
201088,2003,18
201172,1993,6
201172,1994,1
201172,1995,1
201172,1996,2
201172,1997,3
201172,1998,2
201172,1999,3
201172,2000,2
201172,2001,2
201172,2002,6
201172,2003,7
201172,2004,3
201172,2005,6
201172,2006,4
201172,2007,3
201172,2008,9
201172,2009,18
201172,2010,44
201172,2011,60
201172,2012,78
201172,2013,106
201178,1998,2
201178,1999,1
201178,2002,1
201178,2006,1
201178,2014,1
201244,1994,1
201395,1995,25
201395,1996,71
201395,1997,129
201395,1998,216
201395,1999,289
201395,2000,385
201395,2001,537
201395,2002,450
201395,2003,431
201395,2004,463
201395,2005,440
201395,2006,473
201395,2007,467
201395,2008,365
201395,2009,311
201395,2010,438
201395,2011,439
201395,2012,649
201395,2013,941
201395,2014,1465
201395,2015,1775
201395,2016,2288
201395,2017,858
201491,2000,4
201491,2001,8
201491,2002,26
201491,2003,13
201491,2004,8
201491,2005,12
201491,2006,16
201491,2007,16
201491,2008,41
201491,2009,53
201491,2010,57
201491,2011,37
201491,2012,23
201491,2013,32
201491,2014,22
201491,2015,51
201491,2016,63
201491,2017,23
201584,2002,1
201584,2003,1
201584,2004,4
201584,2005,11
201584,2006,15
201584,2007,10
201584,2008,12
201584,2009,11
201584,2010,21
201584,2011,27
201584,2012,40
201584,2013,31
201584,2014,30
201584,2015,16
201584,2016,10
201584,2017,3
201794,1993,1
201794,1994,1
201794,1995,2
201794,1997,2
201794,1998,1
201794,1999,1
201794,2000,1
201794,2001,2
201794,2002,2
202037,1992,1
202037,1994,1
202037,1995,5
202037,1996,6
202037,1997,7
202037,1998,19
202037,1999,16
202037,2000,25
202037,2001,25
202037,2002,29
202037,2003,24
202037,2004,32
202037,2005,20
202037,2006,20
202037,2007,21
202037,2008,31
202037,2009,26
202037,2010,26
202037,2011,21
202037,2012,12
202037,2013,20
202037,2014,13
202037,2015,26
202037,2016,41
202037,2017,7
202138,2011,5
202138,2012,1
202138,2013,5
202138,2014,7
202138,2015,8
202138,2016,3
202332,1987,2
202332,1988,2
202332,1991,3
202332,1992,1
202332,1994,1
202332,1996,2
202332,1997,5
202332,1998,5
202332,1999,11
202332,2000,13
202332,2001,20
202332,2002,17
202332,2003,23
202332,2004,17
202332,2005,15
202332,2006,13
202332,2007,6
202332,2008,3
202332,2009,7
202332,2010,4
202332,2012,6
202332,2013,9
202332,2014,15
202332,2015,12
202332,2016,19
202332,2017,3
202419,1991,2
202419,1992,3
202419,1993,4
202419,1994,3
202419,1995,4
202419,1996,4
202419,1997,14
202419,1998,14
202419,1999,13
202419,2000,13
202419,2001,6
202419,2002,9
202419,2003,31
202419,2004,21
202419,2005,24
202419,2006,24
202419,2007,22
202421,2000,15
202421,2001,16
202421,2002,17
202421,2003,25
202421,2004,17
202421,2005,7
202421,2006,7
202421,2007,2
202421,2008,2
202421,2009,3
202421,2010,7
202452,1990,5
202452,1991,8
202452,1992,7
202452,1993,6
202452,1994,12
202452,1995,23
202452,1996,40
202452,1997,43
202452,1998,36
202452,1999,39
202452,2000,36
202452,2001,46
202452,2002,49
202452,2003,51
202452,2004,36
202452,2005,15
202452,2006,17
202452,2007,10
202452,2008,17
202452,2009,10
202452,2010,14
202452,2011,20
202452,2012,51
202452,2013,51
202452,2014,52
202452,2015,62
202452,2016,52
202452,2017,19
202696,2001,1
202696,2002,1
202696,2003,1
202696,2004,2
202696,2005,1
202696,2011,2
202696,2014,1
202719,1988,3
202719,1989,3
202719,1990,7
202719,1991,20
202719,1992,14
202719,1993,20
202719,1994,21
202719,1995,21
202719,1996,49
202719,1997,50
202719,1998,41
202719,1999,47
202719,2000,14
202719,2001,15
202719,2002,25
202719,2003,48
202719,2004,39
202719,2005,50
202719,2006,73
202719,2007,46
202719,2008,53
202719,2009,75
202719,2010,93
202719,2011,80
202719,2012,85
202719,2013,109
202719,2014,109
202719,2015,97
202719,2016,108
202719,2017,44
202732,2007,3
202732,2008,16
202732,2009,109
202732,2010,239
202732,2011,222
202732,2012,124
202732,2013,37
202732,2014,29
202732,2015,25
202732,2016,15
202732,2017,2
202882,1998,4
202882,1999,2
202882,2000,9
202882,2001,6
202882,2002,14
202882,2003,17
202882,2004,13
202882,2005,15
202882,2006,26
202882,2007,42
202882,2008,20
202882,2009,25
202882,2010,25
202882,2011,18
202882,2012,23
202882,2013,22
202882,2014,23
202882,2015,27
202882,2016,16
202882,2017,11
202937,1987,15
202937,1988,23
202937,1989,27
202937,1990,28
202937,1991,11
202937,1992,17
202937,1993,13
202937,1994,10
202937,1995,12
202937,1996,8
202937,1997,11
202937,1998,15
202937,1999,35
202937,2000,29
202937,2001,14
202937,2002,14
202937,2003,18
202937,2004,17
202937,2005,8
202937,2006,7
202937,2007,4
202937,2008,3
202937,2009,3
202988,1995,15
202988,1996,21
202988,1997,14
202988,1998,23
202988,1999,26
202988,2000,24
202988,2001,17
202988,2002,14
202988,2003,16
202988,2004,15
202988,2005,12
202988,2006,9
202988,2007,7
202988,2008,9
202988,2009,5
202988,2010,13
202988,2011,5
202988,2012,4
202988,2013,2
202988,2014,1
202989,1987,1
202989,1988,1
202989,1989,3
202989,1990,2
202989,1991,2
202989,1992,3
202989,1993,5
202989,1994,6
202989,1995,7
202989,1996,5
202989,1997,7
202989,1998,12
202989,1999,12
202989,2000,12
202989,2001,30
202989,2002,23
202989,2003,28
202989,2004,33
202989,2005,27
202989,2006,43
202989,2007,50
202989,2008,49
202989,2009,57
202989,2010,106
202989,2011,99
202989,2012,104
202989,2013,88
202989,2014,81
202989,2015,85
202989,2016,86
202989,2017,23
203159,1987,9
203159,1988,16
203159,1989,14
203159,1990,7
203159,1991,12
203159,1992,11
203159,1993,25
203159,1994,16
203159,1995,15
203159,1996,8
203159,1997,3
203159,1998,9
203159,1999,5
203159,2000,8
203159,2001,10
203159,2002,10
203159,2003,6
203159,2004,5
203159,2005,13
203159,2006,9
203159,2007,16
203159,2008,12
203159,2009,11
203159,2010,7
203159,2011,9
203159,2012,16
203159,2013,24
203159,2014,18
203159,2015,35
203159,2016,31
203159,2017,11
203164,1991,6
203164,1992,10
203164,1993,7
203164,1994,4
203164,1995,6
203164,1996,5
203164,1997,3
203164,1998,12
203164,1999,6
203164,2000,6
203164,2001,6
203164,2002,8
203164,2003,14
203164,2004,9
203164,2005,10
203164,2006,15
203164,2007,22
203164,2008,16
203164,2009,15
203164,2010,20
203164,2011,19
203164,2012,29
203164,2013,14
203164,2014,22
203164,2015,14
203164,2016,17
203164,2017,11
203177,1995,1
203177,1996,11
203177,1997,22
203177,1998,36
203177,1999,106
203177,2000,397
203177,2001,439
203177,2002,389
203177,2003,390
203177,2004,486
203177,2005,293
203177,2006,465
203177,2007,443
203177,2008,719
203177,2009,993
203177,2010,1438
203177,2011,1511
203177,2012,2012
203177,2013,2280
203177,2014,1536
203177,2015,1083
203177,2016,804
203177,2017,254
203215,2004,1
203215,2005,21
203215,2006,35
203215,2007,27
203215,2008,32
203215,2009,19
203215,2010,14
203215,2011,14
203215,2012,11
203215,2013,9
203215,2014,21
203215,2015,57
203215,2016,114
203215,2017,45
203290,2001,5
203290,2002,14
203290,2003,9
203290,2004,22
203290,2005,17
203290,2006,29
203290,2007,29
203290,2008,46
203290,2009,60
203290,2010,61
203290,2011,83
203290,2012,99
203290,2013,45
203290,2014,31
203290,2015,42
203290,2016,46
203290,2017,13
203477,1998,5
203477,1999,11
203477,2000,16
203477,2001,12
203477,2002,8
203477,2003,20
203477,2004,7
203477,2005,10
203477,2006,12
203477,2007,6
203477,2008,4
203477,2009,2
203477,2010,4
203477,2011,6
203477,2012,18
203477,2013,12
203477,2014,16
203477,2015,6
203477,2016,8
203477,2017,1
203480,1995,2
203480,1996,8
203480,1997,5
203480,1998,2
203480,1999,4
203480,2000,3
203480,2001,3
203480,2002,3
203480,2003,4
203480,2004,7
203480,2005,10
203480,2006,11
203480,2007,23
203480,2008,16
203480,2009,27
203480,2010,45
203480,2011,70
203480,2012,54
203480,2013,71
203480,2014,123
203480,2015,104
203480,2016,153
203480,2017,43
203864,1988,3
203864,1989,2
203864,1990,7
203864,1991,7
203864,1992,9
203864,1993,19
203864,1994,16
203864,1995,16
203864,1996,16
203864,1997,16
203864,1998,30
203864,1999,24
203864,2000,18
203864,2001,22
203864,2002,25
203864,2003,12
203864,2004,14
203864,2005,11
203864,2006,13
203864,2007,5
203864,2008,6
203864,2009,11
203864,2010,9
203864,2011,16
203864,2012,15
203864,2013,21
203864,2014,17
203864,2015,19
203864,2016,22
203864,2017,2
203890,2004,1
203890,2010,1
203890,2015,1
203912,1987,28
203912,1988,18
203912,1989,27
203912,1990,19
203912,1991,22
203912,1992,32
203912,1993,39
203912,1994,51
203912,1995,30
203912,1996,22
203912,1997,16
203912,1998,12
203912,1999,23
203912,2000,18
203912,2001,29
203912,2002,21
203912,2003,21
203912,2004,24
203912,2005,22
203912,2006,40
203912,2007,25
203912,2008,17
203912,2009,22
203912,2010,13
203912,2011,26
203912,2012,15
203912,2013,7
203912,2014,4
203912,2015,7
203912,2016,5
203912,2017,4
204049,1996,99
204049,1997,129
204049,1998,166
204049,1999,196
204049,2000,249
204049,2001,466
204049,2002,424
204049,2003,352
204049,2004,395
204049,2005,366
204049,2006,439
204049,2007,396
204049,2008,433
204049,2009,581
204049,2010,963
204049,2011,927
204049,2012,725
204049,2013,744
204049,2014,896
204049,2015,883
204049,2016,1114
204049,2017,362
204098,1987,1
204098,1990,1
204098,1991,1
204098,1992,4
204098,2000,1
204098,2001,2
204098,2002,4
204098,2003,5
204098,2004,17
204098,2005,14
204098,2006,30
204098,2007,20
204098,2008,16
204098,2009,27
204098,2010,39
204098,2011,53
204098,2012,53
204098,2013,66
204098,2014,49
204098,2015,45
204098,2016,16
204098,2017,3
204224,1997,19
204224,1998,16
204224,1999,13
204224,2000,13
204224,2001,8
204224,2002,2
204224,2003,10
204224,2004,23
204224,2005,16
204224,2006,13
204224,2007,14
204224,2008,8
204224,2009,4
204224,2010,10
204224,2011,7
204224,2012,14
204224,2013,23
204224,2014,10
204224,2015,9
204224,2016,3
204224,2017,5
204326,2001,4
204326,2002,2
204326,2003,3
204326,2005,2
204351,1993,2
204351,1994,16
204351,1995,19
204351,1996,16
204351,1997,15
204351,1998,13
204351,1999,13
204351,2000,8
204351,2001,4
204351,2002,12
204351,2003,22
204351,2004,25
204351,2005,16
204351,2006,8
204351,2007,12
204351,2008,4
204351,2009,11
204351,2010,6
204351,2011,14
204351,2012,7
204351,2013,8
204351,2014,7
204351,2015,1
204351,2017,2
204465,1991,20
204465,1992,19
204465,1993,23
204465,1994,23
204465,1995,10
204465,1996,5
204465,1997,17
204465,1998,18
204465,1999,21
204465,2000,27
204465,2001,40
204465,2002,40
204465,2003,44
204465,2004,33
204465,2005,29
204465,2006,37
204465,2007,33
204465,2008,33
204465,2009,23
204465,2010,26
204465,2011,14
204465,2012,27
204465,2013,30
204465,2014,34
204465,2015,5
204473,1992,10
204473,1993,14
204473,1994,18
204473,1995,33
204473,1996,23
204473,1997,36
204473,1998,24
204473,1999,22
204473,2000,15
204473,2001,10
204473,2002,14
204473,2003,13
204473,2004,11
204473,2005,9
204473,2006,13
204473,2007,7
204473,2008,6
204473,2009,5
204473,2010,4
204473,2011,6
204473,2012,2
204473,2015,1
204475,2008,1
204867,1999,1
204867,2008,2
204867,2009,2
204867,2010,7
204867,2011,9
204867,2012,9
204867,2013,11
204867,2014,10
204867,2015,25
204867,2016,51
204867,2017,19
205131,1998,1
205131,2000,3
205131,2001,5
205131,2002,15
205131,2003,20
205131,2004,20
205131,2005,11
205131,2006,6
205131,2007,9
205131,2011,3
205131,2016,1
205213,1997,1
205213,1998,16
205213,1999,25
205213,2000,12
205213,2001,13
205213,2002,12
205213,2003,10
205213,2004,11
205213,2005,9
205213,2006,4
205213,2007,6
205213,2008,8
205213,2009,13
205213,2010,24
205213,2011,22
205213,2012,16
205213,2013,15
205213,2014,15
205213,2015,16
205213,2016,14
205213,2017,5
205280,2006,634
205280,2007,559
205280,2008,411
205280,2009,460
205280,2010,584
205280,2011,615
205280,2012,743
205280,2013,882
205280,2014,987
205280,2015,1013
205280,2016,1144
205280,2017,416
205441,1996,2
205441,1997,22
205441,1998,32
205441,1999,74
205441,2000,50
205441,2001,36
205441,2002,9
205441,2003,20
205441,2004,15
205441,2005,9
205441,2006,3
205441,2007,11
205441,2008,6
205441,2009,3
205441,2010,4
205441,2011,7
205441,2012,4
205441,2013,4
205441,2014,8
205441,2015,22
205441,2016,11
205441,2017,5
205598,1994,4
205598,1995,10
205598,1996,25
205598,1997,7
205598,1998,11
205598,1999,6
205598,2000,9
205598,2001,7
205598,2002,11
205598,2003,20
205598,2004,13
205598,2005,7
205598,2006,12
205598,2007,12
205598,2008,4
205598,2009,2
205598,2010,9
205598,2011,13
205598,2012,7
205598,2014,4
205598,2015,4
205598,2016,4
205598,2017,2
206018,1987,2
206018,1989,2
206018,1990,7
206018,1991,1
206018,1992,7
206018,1993,22
206018,1994,60
206018,1995,106
206018,1996,123
206018,1997,120
206018,1998,136
206018,1999,155
206018,2000,167
206018,2001,165
206018,2002,191
206018,2003,160
206018,2004,159
206018,2005,108
206018,2006,127
206180,1996,1
206180,1998,1
206180,1999,1
206180,2000,3
206180,2001,2
206180,2002,4
206180,2003,6
206180,2005,2
206180,2006,1
206180,2007,6
206180,2008,8
206180,2009,6
206180,2010,7
206180,2011,1
206180,2012,2
206180,2013,3
206180,2014,2
206180,2015,6
206180,2016,4
206302,1996,2
206302,1998,10
206302,1999,17
206302,2000,24
206302,2001,13
206302,2002,12
206302,2003,18
206302,2004,16
206302,2005,7
206302,2006,16
206302,2009,25
206302,2010,39
206302,2011,58
206302,2012,57
206302,2013,47
206302,2014,50
206302,2015,39
206302,2016,39
206302,2017,13
206365,2008,1
206365,2009,2
206365,2010,1
206365,2011,2
206365,2012,5
206365,2013,9
206365,2014,13
206489,1996,5
206489,1997,17
206489,1998,46
206489,1999,90
206489,2000,97
206489,2001,83
206489,2002,115
206489,2003,101
206489,2004,61
206489,2005,54
206489,2006,71
206489,2007,46
206489,2008,43
206489,2009,28
206489,2010,37
206489,2011,31
206489,2012,40
206489,2013,29
206489,2014,46
206489,2015,38
206489,2016,6
206489,2017,4
206703,1999,2
206703,2000,2
206703,2002,1
206703,2003,7
206703,2004,11
206703,2005,11
206703,2006,13
206703,2007,6
206703,2008,3
206703,2009,4
206703,2010,12
206703,2011,8
206703,2012,3
206703,2013,9
206703,2014,6
206703,2015,6
206703,2016,4
206703,2017,3
207074,2010,1
207074,2015,2
207074,2016,1
207909,2012,3
207909,2013,20
207909,2014,74
207909,2015,114
207909,2016,115
207909,2017,49
208030,1994,1
208030,1995,7
208030,1996,3
208030,1997,5
208030,1998,4
208030,1999,4
208030,2000,14
208030,2001,14
208030,2002,24
208030,2003,13
208030,2004,13
208030,2005,16
208030,2006,13
208030,2007,11
208030,2008,12
208030,2009,7
208030,2010,14
208030,2011,13
208030,2012,11
208030,2013,5
208030,2014,25
208030,2015,34
208030,2016,27
208030,2017,11
208068,1999,1
208068,2000,2
208068,2001,30
208068,2002,63
208068,2003,60
208068,2004,53
208068,2005,26
208068,2006,23
208068,2007,25
208068,2008,24
208068,2009,12
208068,2010,20
208068,2011,18
208068,2012,14
208068,2013,24
208068,2014,29
208068,2015,37
208068,2016,51
208068,2017,16
208503,2003,1
208503,2004,17
208503,2005,38
208503,2006,47
208503,2007,37
208503,2008,52
208503,2009,52
208503,2010,61
208503,2011,60
208503,2012,97
208503,2013,92
208503,2014,108
208503,2015,116
208503,2016,141
208503,2017,47
208623,2010,1
208623,2012,1
208623,2013,1
208625,1999,1
208704,1998,4
208704,1999,2
208704,2000,2
208704,2001,2
208704,2002,3
208704,2003,7
208704,2004,10
208704,2005,19
208704,2006,11
208704,2007,10
208704,2008,7
208704,2009,3
208704,2010,2
208704,2011,1
208704,2016,1
208791,1987,11
208791,1988,6
208791,1989,6
208791,1990,15
208791,1991,10
208791,1992,5
208791,1993,7
208791,1994,5
208791,1995,9
208791,1996,16
208791,1997,30
208791,1998,13
208791,1999,11
208791,2000,5
208791,2001,19
208791,2002,18
208791,2003,18
208791,2004,15
208791,2005,3
208791,2006,3
208791,2007,1
209087,1992,31
209087,1993,22
209087,1994,32
209087,1995,22
209087,1996,26
209087,1997,38
209087,1998,41
209087,1999,28
209087,2000,30
209087,2001,39
209087,2002,42
209087,2003,59
209087,2004,50
209087,2005,36
209087,2006,47
209087,2007,46
209087,2008,27
209087,2009,44
209087,2010,45
209087,2011,36
209087,2012,36
209087,2013,47
209087,2014,49
209087,2015,74
209087,2016,56
209087,2017,12
209104,1987,1
209104,1988,7
209104,1989,13
209104,1990,11
209104,1991,6
209104,1992,5
209104,1993,6
209104,1994,9
209104,1995,10
209104,1996,14
209104,1997,14
209104,1998,27
209104,1999,31
209104,2000,30
209104,2001,33
209104,2002,21
209104,2003,23
209104,2004,28
209104,2005,17
209104,2006,16
209104,2007,19
209104,2008,22
209104,2009,34
209104,2010,50
209104,2011,63
209104,2012,81
209104,2013,65
209104,2014,49
209104,2015,76
209104,2016,49
209104,2017,18
209148,1990,9
209148,1991,21
209148,1992,15
