year,country,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda,region
2016,France,28,1849,18601.23,45643.76,34040.21,559557.02,92950.62,Europe
2016,Germany,34,6165,50322.04,63566.04,53411.24,1127903.01,161156.24,Europe
2016,Gibraltar,1,13,0,0,15.32,0,-4.12,Europe
2016,"Hong Kong, SAR China",5,538,1843.27,28010.36,51067.16,153881.23,40191.7,Asia Pacific
2016,India,5,1265,643.54,13069.33,27866.25,73356.05,12245.01,Asia Pacific
2016,Indonesia,1,1,0,534.96,3773.37,2166.15,957.99,Asia Pacific
2016,Ireland,17,2296,10001.86,5029.26,24171.41,176640.93,35966.49,Europe
2016,Israel,48,279,3949.42,2662.43,2872.92,35550.53,9932.43,Other
2016,Italy,6,90,958.58,15487.73,37933.87,100367.52,21704.01,Europe
2016,Japan,215,42579,94615.21,170144.93,30450.53,2498127.96,362711.51,Asia Pacific
2016,Jersey,1,1,41.47,17.66,282.08,82.89,-103.98,Europe
2016,Luxembourg,5,68,424.47,3619.25,20407.95,68149.76,7793.99,Europe
2016,Netherlands,19,2242,10558.27,8228.9,16028.26,198258.65,23890.32,Europe
2016,New Zealand,1,22,60.11,33.46,613.83,625.17,195.14,Asia Pacific
2016,Norway,4,95,382.16,14148.47,30544.52,58289.17,12543.85,Europe
2016,Saudi Arabia,1,49,532.22,3490.96,84458.75,35401.14,11488.74,Asia Pacific
2016,Singapore,4,172,203.87,732.61,3954.49,25737.86,1452.71,Asia Pacific
2016,South Africa,1,14,0,4763.76,26443.37,11704.65,3273.39,Other
2016,South Korea,21,15336,24618.53,51943.53,48812.91,519309.64,102921.79,Asia Pacific
2016,Spain,5,34,1241.57,15872.78,52631.37,134385.17,27859.72,Europe
2016,Sweden,15,2142,8249.16,7216.54,12756.06,153938.12,20965.87,Europe
2016,Switzerland,19,2075,28295.32,19138.45,75538.74,339290.33,83539.78,Europe
2016,Taiwan,45,6337,11687.08,23321.17,7455.48,348070.54,45566.9,Asia Pacific
2016,Turkey,1,21,43.63,236.1,4804.43,4573.38,469.94,Asia Pacific
2016,United Kingdom,46,2013,23720.56,55641.16,110621.1,809252.39,160926.99,Europe
2016,United States,1340,73659,322757.71,493619.49,22254.89,8781487.67,1805181.37,North America
