gvkey,year,company,city,country_code,sector_code,patentcount,country,region
100688,2022,Tokyo Electric Power Co Holdings Inc,Chiyoda,JPN,55,2,Japan,Asia Pacific
293536,2022,China Longyuan Power Group Corp Ltd,Beijing,CHN,55,2,China,Asia Pacific
314861,2022,Energy Absolute Public Company Limited,Bangkok,THA,55,2,Thailand,Asia Pacific
19774,2022,Sembcorp Industries Ltd,Singapore,SGP,55,1,Singapore,Asia Pacific
100488,2022,Kyushu Electric Power Co Inc,Fukuoka City,JPN,55,1,Japan,Asia Pacific
102021,2022,Toho Gas Co Ltd,Nagoya,JPN,55,1,Japan,Asia Pacific
200477,2022,Peking University Resources (Holdings) Co Ltd,Causeway Bay,HKG,60,19,"Hong Kong, SAR China",Asia Pacific
242644,2022,Sunland Group Ltd Sdg,Surfers Paradise,AUS,60,6,Australia,Asia Pacific
259184,2022,SC Asset Corp Public Co Ltd,Bangkok,THA,60,5,Thailand,Asia Pacific
206883,2022,Mercurius Capital Investment Ltd,Singapore,SGP,60,2,Singapore,Asia Pacific
19421,2022,Sun Hung Kai Properties Ltd,Wan Chai,HKG,60,1,"Hong Kong, SAR China",Asia Pacific
100436,2022,Daikyo Inc,Tokyo,JPN,60,1,Japan,Asia Pacific
208017,2022,China Vanke Co Ltd,Shenzhen,CHN,60,1,China,Asia Pacific
211349,2022,Unitech Ltd,Gurugram,IND,60,1,India,Asia Pacific
241412,2022,Servcorp Ltd,Sydney,AUS,60,1,Australia,Asia Pacific
270319,2022,Meiho Enterprise Co Ltd,Tokyo,JPN,60,1,Japan,Asia Pacific
321386,2022,Suntory Holdings Ltd,Tokyo,JPN,NA,36,Japan,Asia Pacific
202875,2022,KDK Corp,Kyoto,JPN,NA,19,Japan,Asia Pacific
332577,2022,Supernet Technologies Ltd,Karachi,PAK,NA,9,Pakistan,Asia Pacific
102484,2022,Donaghys Ltd,Christchurch,NZL,NA,2,New Zealand,Asia Pacific
334231,2022,SPRING ART HOLDINGS BERHAD,Muar,MYS,NA,2,Malaysia,Asia Pacific
343791,2022,ThroughTek Co Ltd,Taipei,TWN,NA,1,Taiwan,Asia Pacific
24625,2022,TotalEnergies SE,Courbevoie,FRA,10,121,France,Europe
12384,2022,Shell Plc,London,GBR,10,54,United Kingdom,Europe
2410,2022,BP plc,London,GBR,10,30,United Kingdom,Europe
61616,2022,Eni SpA,Rome,ITA,10,26,Italy,Europe
272746,2022,Neste OYJ,Espoo,FIN,10,26,Finland,Europe
102983,2022,Viridien Societe anonyme,Massy,FRA,10,24,France,Europe
216613,2022,TGS ASA,Oslo,NOR,10,24,Norway,Europe
101083,2022,Saipem SpA,Milan,ITA,10,23,Italy,Europe
220546,2022,Equinor ASA,Stavanger,NOR,10,22,Norway,Europe
101861,2022,Hunting PLC,London,GBR,10,20,United Kingdom,Europe
17436,2022,BASF SE,Ludwigshafen am Rhein,DEU,15,417,Germany,Europe
320448,2022,Covestro AG,Leverkusen,DEU,15,138,Germany,Europe
102454,2022,DSM Firmenich AG,Kaiseraugst,CHE,15,133,Switzerland,Europe
241216,2022,"Syngenta AG, Basel",Basel,CHE,15,133,Switzerland,Europe
101202,2022,L'Air Liquide SA,Paris,FRA,15,117,France,Europe
277043,2022,Arkema,Colombes,FRA,15,116,France,Europe
103176,2022,thyssenkrupp AG,Essen,DEU,15,110,Germany,Europe
295421,2022,Evonik Industries AG,Essen,DEU,15,99,Germany,Europe
101394,2022,"Solvay SA, Bruxelles",Brussels,BEL,15,90,Belgium,Europe
241336,2022,Novonesis A/S,Bagsvaerd,DNK,15,72,Denmark,Europe
19349,2022,Siemens AG,Munich,DEU,20,606,Germany,Europe
220833,2022,Airbus SE,Leiden,NLD,20,529,Netherlands,Europe
101305,2022,Safran SA,Paris,FRA,20,505,France,Europe
100499,2022,Rolls Royce Holdings PLC,London,GBR,20,467,United Kingdom,Europe
210418,2022,ABB Ltd,Zurich,CHE,20,378,Switzerland,Europe
6268,2022,Johnson Controls International Plc,Cork,IRL,20,358,Ireland,Europe
295786,2022,CNH Industrial N V,Basildon,GBR,20,339,United Kingdom,Europe
4199,2022,Eaton Corporation plc,Dublin,IRL,20,305,Ireland,Europe
321698,2022,Signify NV,Eindhoven,NLD,20,222,Netherlands,Europe
101811,2022,Compagnie de Saint Gobain S A,Courbevoie,FRA,20,217,France,Europe
100737,2022,Volkswagen AG,Wolfsburg,DEU,25,696,Germany,Europe
100022,2022,Bayerische Motoren Werke Aktiengesellschaft,Munich,DEU,25,421,Germany,Europe
100609,2022,Continental AG,Hanover,DEU,25,336,Germany,Europe
101347,2022,Swatch Group AG,Biel/Bienne,CHE,25,286,Switzerland,Europe
102299,2022,Forvia SE,Nanterre,FRA,25,245,France,Europe
320124,2022,Schaeffler AG,Herzogenaurach,DEU,25,216,Germany,Europe
118122,2022,Aptiv PLC,Schaffhausen,CHE,25,204,Switzerland,Europe
102523,2022,Valeo SE,Paris,FRA,25,178,France,Europe
101277,2022,Compagnie Generale des Etablissements Michelin Societe en commandite par actions,Clermont-Ferrand,FRA,25,162,France,Europe
350278,2022,Vitesco Technologies Group Aktiengesellschaft,Regensburg,DEU,25,143,Germany,Europe
100581,2022,LOreal SA,Clichy,FRA,30,243,France,Europe
101942,2022,Henkel AG & Co KGaA,Dusseldorf,DEU,30,191,Germany,Europe
16603,2022,"Nestle SA, Cham Und Vevey",Vevey,CHE,30,146,Switzerland,Europe
10846,2022,Unilever PLC,London,GBR,30,89,United Kingdom,Europe
1932,2022,British American Tobacco PLC,London,GBR,30,84,United Kingdom,Europe
324770,2022,Essity Aktiebolag,Stockholm,SWE,30,41,Sweden,Europe
102926,2022,KWS SAAT SE & Co. KGaA,Einbeck,DEU,30,22,Germany,Europe
210918,2022,Vilmorin & Cie SA,Paris,FRA,30,22,France,Europe
100083,2022,Beiersdorf AG,Hamburg,DEU,30,21,Germany,Europe
295113,2022,Ocado Group PLC,Hatfield,GBR,30,19,United Kingdom,Europe
8546,2022,Koninklijke Philips NV,Amsterdam,NLD,35,1035,Netherlands,Europe
326765,2022,Siemens Healthineers AG,Forchheim,DEU,35,550,Germany,Europe
100080,2022,Bayer AG,Leverkusen,DEU,35,512,Germany,Europe
25648,2022,Roche Holding AG,Basel,CHE,35,408,Switzerland,Europe
101204,2022,Sanofi,Paris,FRA,35,217,France,Europe
101317,2022,Smith & Nephew PLC,Watford,GBR,35,163,United Kingdom,Europe
212782,2022,Fresenius Medical Care AG,Bad Homburg,DEU,35,141,Germany,Europe
35056,2022,Alcon Inc,Geneva,CHE,35,123,Switzerland,Europe
101310,2022,Novartis AG,Basel,CHE,35,119,Switzerland,Europe
5180,2022,GSK plc,Brentford,GBR,35,90,United Kingdom,Europe
246706,2022,London Stock Exchange Group PLC,London,GBR,40,17,United Kingdom,Europe
3221,2022,Aon plc,Dublin,IRL,40,15,Ireland,Europe
63546,2022,"Schweizerische Rueckversicherungs-Gesellschaft, Zuerich",Zurich,CHE,40,9,Switzerland,Europe
12673,2022,Barclays PLC,London,GBR,40,6,United Kingdom,Europe
21408,2022,Groupe Bruxelles Lambert SA,Brussels,BEL,40,6,Belgium,Europe
15671,2022,Skandinaviska Enskilda Banken Ab,Stockholm,SWE,40,5,Sweden,Europe
278557,2022,Touchstone Innovations Plc,London,GBR,40,5,United Kingdom,Europe
15181,2022,Banco Bilbao Vizcaya Argentaria SA,Bilbao,ESP,40,3,Spain,Europe
144496,2022,UBS Group AG,Zurich,CHE,40,3,Switzerland,Europe
317891,2022,Worldline,Puteaux,FRA,40,3,France,Europe
4439,2022,Telefonaktiebolaget LM Ericsson (publ),Stockholm,SWE,45,1416,Sweden,Europe
23671,2022,Nokia OYJ,Espoo,FIN,45,715,Finland,Europe
132740,2022,Infineon Technologies AG,Neubiberg,DEU,45,670,Germany,Europe
103487,2022,SAP SE,Walldorf,DEU,45,656,Germany,Europe
31142,2022,STMicroelectronics NV,Schiphol,NLD,45,588,Netherlands,Europe
184725,2022,NXP Semiconductors NV,Eindhoven,NLD,45,475,Netherlands,Europe
43285,2022,Arm Holdings plc,Cambridge,GBR,45,329,United Kingdom,Europe
177267,2022,TE Connectivity plc,Ballybrit,IRL,45,262,Ireland,Europe
143357,2022,Accenture PLC,Dublin,IRL,45,261,Ireland,Europe
61214,2022,ASML Holding NV,Veldhoven,NLD,45,249,Netherlands,Europe
220940,2022,Orange SA,Issy-les-Moulineaux,FRA,50,128,France,Europe
33175,2022,Spotify Technology SA,Luxembourg City,LUX,50,88,Luxembourg,Europe
61440,2022,Koninklijke Kpn NV,Rotterdam,NLD,50,79,Netherlands,Europe
2411,2022,BT Group PLC,London,GBR,50,76,United Kingdom,Europe
14605,2022,WPP PLC,London,GBR,50,49,United Kingdom,Europe
221616,2022,Deutsche Telekom AG,Bonn,DEU,50,25,Germany,Europe
19151,2022,Telecom Italia SPA,Rome,ITA,50,17,Italy,Europe
220579,2022,Telia Company AB (publ),Solna,SWE,50,13,Sweden,Europe
114927,2022,"Swisscom AG, Ittigen",Bern,CHE,50,9,Switzerland,Europe
14894,2022,Vodafone Group Public Limited Company,Newbury,GBR,50,6,United Kingdom,Europe
220920,2022,EDF,Paris,FRA,55,41,France,Europe
238616,2022,Veolia Environnement SA,Paris,FRA,55,11,France,Europe
100590,2022,E.ON SE,Essen,DEU,55,8,Germany,Europe
220942,2022,Engie SA,Courbevoie,FRA,55,8,France,Europe
213423,2022,Centrica PLC,Windsor,GBR,55,6,United Kingdom,Europe
100953,2022,RWE Aktiengesellschaft,Essen,DEU,55,5,Germany,Europe
102704,2022,United Utilities Group PLC,Warrington,GBR,55,2,United Kingdom,Europe
269554,2022,C.N. Transelectrica SA,Bucharest,ROU,55,2,Romania,Europe
289259,2022,Vigie SA,Paris,FRA,55,2,France,Europe
349408,2022,Corporacion Acciona Energias Renovables S.A.,Madrid,ESP,55,2,Spain,Europe
202242,2022,A. Friedr. Flender GmbH,Bocholt,DEU,NA,17,Germany,Europe
211865,2022,Suunto Oy,Vantaa,FIN,NA,4,Finland,Europe
215449,2022,Ulstein Holding ASA,Ulsteinvik,NOR,NA,4,Norway,Europe
340176,2022,Duality S A,Warsaw,POL,NA,3,Poland,Europe
4099,2022,Dunlop Holdings PLC,LONDON,GBR,NA,2,United Kingdom,Europe
102103,2022,Barry Wehmiller International PLC,Knowsley,GBR,NA,2,United Kingdom,Europe
205311,2022,My Holdings PLC,Bagshot,GBR,NA,2,United Kingdom,Europe
212781,2022,Brunner Mond PLC,Northwich,GBR,NA,1,United Kingdom,Europe
346469,2022,Medesis Pharma SA,Montpellier,FRA,NA,1,France,Europe
349833,2022,Ondo InsurTech Plc,London,GBR,NA,1,United Kingdom,Europe
5439,2022,Halliburton Co,Houston,USA,10,976,United States,North America
9465,2022,Schlumberger Ltd,Houston,USA,10,374,United States,North America
4503,2022,Exxon Mobil Corp,Spring,USA,10,281,United States,North America
29849,2022,Western Atlas Inc,Houston,USA,10,174,United States,North America
2991,2022,Chevron Corp,San Ramon,USA,10,99,United States,North America
32106,2022,Baker Hughes a GE Co,Houston,USA,10,72,United States,North America
63892,2022,NOV Inc,Houston,USA,10,66,United States,North America
4367,2022,Weatherford International plc,Houston,USA,10,65,United States,North America
8549,2022,Conocophillips,Houston,USA,10,46,United States,North America
22794,2022,BJ Services Co,Houston,USA,10,44,United States,North America
34443,2022,Dow Inc,Midland,USA,15,327,United States,North America
35168,2022,Corteva Inc,Indianapolis,USA,15,327,United States,North America
4213,2022,Ecolab Inc.,Saint Paul,USA,15,128,United States,North America
4060,2022,DuPont  De Nemours Inc,Wilmington,USA,15,95,United States,North America
1913,2022,Avery Dennison Corp,Mentor,USA,15,74,United States,North America
29392,2022,Eastman Chemical Co,Kingsport,USA,15,72,United States,North America
8247,2022,PPG Industries Inc.,Pittsburgh,USA,15,71,United States,North America
148210,2022,Chevron Phillips Chemical Co LLC,The Woodlands,USA,15,71,United States,North America
20194,2022,Hauser Inc,Long Beach,USA,15,62,United States,North America
25389,2022,Graphic Packaging Holding Co,Atlanta,USA,15,49,United States,North America
2285,2022,Boeing Co,Arlington,USA,20,1216,United States,North America
5047,2022,GE Aerospace,Evendale,USA,20,1206,United States,North America
10983,2022,RTX Corp,Arlington,USA,20,1081,United States,North America
1300,2022,Honeywell International Inc,Charlotte,USA,20,735,United States,North America
8972,2022,Raytheon Co.,Waltham,USA,20,703,United States,North America
7435,2022,3M Co,Saint Paul,USA,20,550,United States,North America
2817,2022,Caterpillar Inc,Irving,USA,20,503,United States,North America
3835,2022,DEERE & COMPANY,Moline,USA,20,475,United States,North America
10163,2022,Sundstrand Corp,Rockford,USA,20,346,United States,North America
5878,2022,Illinois Tool Works Inc.,Glenview,USA,20,307,United States,North America
64768,2022,Amazon.com Inc,Seattle,USA,25,2163,United States,North America
4839,2022,Ford Motor Co,Dearborn,USA,25,1449,United States,North America
7906,2022,NIKE Inc,Beaverton,USA,25,1076,United States,North America
5073,2022,General Motors Co,Detroit,USA,25,866,United States,North America
11465,2022,Whirlpool Corp,Benton Harbor,USA,25,325,United States,North America
6946,2022,Magna International Inc,Aurora,CAN,25,275,Canada,North America
114524,2022,eBay Inc.,San Jose,USA,25,239,United States,North America
3734,2022,Dana Inc,Maumee,USA,25,234,United States,North America
63797,2022,ACNielsen Corp,New York,USA,25,232,United States,North America
20644,2022,GoPro Inc,San Mateo,USA,25,188,United States,North America
8762,2022,Procter & Gamble Co (The),Cincinnati,USA,30,579,United States,North America
11259,2022,Walmart Inc,Bentonville,USA,30,222,United States,North America
179621,2022,Philip Morris International Inc,Stamford,USA,30,181,United States,North America
8543,2022,Altria Group Inc,Richmond,USA,30,177,United States,North America
3170,2022,Colgate-Palmolive Co,New York,USA,30,142,United States,North America
3813,2022,Target Corp,Minneapolis,USA,30,134,United States,North America
6435,2022,Kimberly-Clark Corp,Dallas,USA,30,94,United States,North America
11670,2022,Spectrum Brands Holdings Inc,Middleton,USA,30,90,United States,North America
8479,2022,PepsiCo Inc,Purchase,USA,30,73,United States,North America
3026,2022,Church & Dwight Co Inc,Ewing,USA,30,60,United States,North America
6266,2022,Johnson & Johnson,New Brunswick,USA,35,1292,United States,North America
7228,2022,Medtronic PLC,Galway,USA,35,1173,United States,North America
25279,2022,Boston Scientific Corp,Marlborough,USA,35,518,United States,North America
10115,2022,Stryker Corp,Portage,USA,35,501,United States,North America
1078,2022,Abbott Laboratories,North Chicago,USA,35,437,United States,North America
2111,2022,Becton Dickinson and Co,Franklin Lakes,USA,35,437,United States,North America
7257,2022,Merck & Co Inc,Rahway,USA,35,275,United States,North America
3735,2022,Danaher Corp,Washington,USA,35,268,United States,North America
171002,2022,Globus Medical Inc,Audubon,USA,35,226,United States,North America
136725,2022,Intuitive Surgical Inc,Sunnyvale,USA,35,204,United States,North America
30990,2022,Capital One Financial Corp,McLean,USA,40,724,United States,North America
7647,2022,Bank of America Corp,Charlotte,USA,40,609,United States,North America
8007,2022,Wells Fargo & Co,San Francisco,USA,40,407,United States,North America
122554,2022,United Services Auto Assn,San Antonio,USA,40,346,United States,North America
24616,2022,PayPal Holdings Inc,San Jose,USA,40,313,United States,North America
179534,2022,Visa Inc,San Francisco,USA,40,310,United States,North America
160225,2022,Mastercard Inc,Purchase,USA,40,305,United States,North America
122594,2022,State Farm Insurance,Bloomington,USA,40,219,United States,North America
2176,2022,Berkshire Hathaway Inc,Omaha,USA,40,197,United States,North America
2968,2022,JPMorgan Chase & Co,New York,USA,40,191,United States,North America
6066,2022,International Business Machines Corp,Armonk,USA,45,4710,United States,North America
1690,2022,Apple Inc,Cupertino,USA,45,2826,United States,North America
24800,2022,QUALCOMM Inc.,San Diego,USA,45,2664,United States,North America
6008,2022,Intel Corp,Santa Clara,USA,45,2492,United States,North America
14489,2022,Dell Technologies Inc,Round Rock,USA,45,2440,United States,North America
12141,2022,Microsoft Corp,Redmond,USA,45,1955,United States,North America
7343,2022,Micron Technology Inc.,Boise,USA,45,1934,United States,North America
5606,2022,HP Inc,Palo Alto,USA,45,1407,United States,North America
20779,2022,Cisco Systems Inc,San Jose,USA,45,1284,United States,North America
10499,2022,Texas Instruments Inc,Dallas,USA,45,912,United States,North America
160329,2022,Alphabet Inc,Mountain View,USA,50,2335,United States,North America
170617,2022,Meta Platforms Inc,Menlo Park,USA,50,1080,United States,North America
9899,2022,AT&T Inc,Dallas,USA,50,834,United States,North America
2136,2022,Verizon Communications Inc,New York,USA,50,563,United States,North America
17874,2022,T-Mobile US Inc,Bellevue,USA,50,494,United States,North America
30091,2022,Snap Inc,Santa Monica,USA,50,467,United States,North America
3226,2022,Comcast Corp,Philadelphia,USA,50,446,United States,North America
126136,2022,Charter Communications Inc,Stamford,USA,50,196,United States,North America
3980,2022,Walt Disney Co (The),Burbank,USA,50,185,United States,North America
32382,2022,Roku Inc,San Jose,USA,50,130,United States,North America
135990,2022,NRG Energy Inc,Houston,USA,55,27,United States,North America
5808,2022,Hydro Quebec,Montreal,CAN,55,13,Canada,North America
4517,2022,NextEra Energy Inc,Juno Beach,USA,55,11,United States,North America
3413,2022,Consolidated Edison Inc.,New York,USA,55,6,United States,North America
30865,2022,Cinergy Corp.,Cincinnati,USA,55,5,United States,North America
8099,2022,FirstEnergy Corp.,Akron,USA,55,4,United States,North America
4029,2022,Dominion Energy Inc,Richmond,USA,55,3,United States,North America
5742,2022,CenterPoint Energy Inc.,Houston,USA,55,3,United States,North America
8171,2022,Orange & Rockland Utilities,Spring Valley,USA,55,3,United States,North America
8694,2022,Pepco Holdings Inc.,Washington,USA,55,3,United States,North America
187039,2022,Zillow Group Inc,Seattle,USA,60,29,United States,North America
138743,2022,Equinix Inc,Redwood City,USA,60,20,United States,North America
112111,2022,CoStar Group Inc,Washington,USA,60,5,United States,North America
37519,2022,Opendoor Technologies Inc,Tempe,USA,60,4,United States,North America
39357,2022,Doma Holdings Inc,San Francisco,USA,60,4,United States,North America
113490,2022,Crown Castle Inc,Houston,USA,60,2,United States,North America
8824,2022,PGI Inc,Saint Louis,USA,60,1,United States,North America
11220,2022,Vornado Realty Trust,New York,USA,60,1,United States,North America
18875,2022,eXp World Holdings Inc,Bellingham,USA,60,1,United States,North America
19317,2022,America Great Health,Alhambra,USA,60,1,United States,North America
2789,2022,Carrier Corp,Palm Beach Gardens,USA,NA,232,United States,North America
6491,2022,Kohler Co,Kohler,USA,NA,155,United States,North America
8198,2022,Otis Elevator Co,Farmington,USA,NA,133,United States,North America
7224,2022,Medline Industries Inc,Northfield,USA,NA,56,United States,North America
10811,2022,UOP Inc,Des Plaines,USA,NA,36,United States,North America
2910,2022,Chamberlain Manufacturing Co,Chicago,USA,NA,18,United States,North America
9239,2022,Rosemount Inc,Chanhassen,USA,NA,18,United States,North America
6965,2022,Mainstream Engineering Inc,NA,USA,NA,17,United States,North America
5367,2022,Guardian Industries,Auburn Hills,USA,NA,13,United States,North America
2510,2022,Bushnell Communications Ltd,NA,USA,NA,11,United States,North America
213479,2022,TotalEnergies Marketing Kenya PLC,Nairobi,KEN,10,40,Kenya,Other
222111,2022,Petroleo Brasileiro S.A.- Petrobras,Rio De Janeiro,BRA,10,16,Brazil,Other
28520,2022,Ypf Sociedad Anonima Yacimientos Petroliferos Fiscales,Buenos Aires,ARG,10,6,Argentina,Other
282832,2022,Oil Refineries Ltd,Haifa,ISR,10,1,Israel,Other
200499,2022,Vallourec & Mannesmann Tubes,Belo Horizonte,BRA,15,21,Brazil,Other
100465,2022,Sasol Ltd,Johannesburg,ZAF,15,6,South Africa,Other
200976,2022,Braskem SA,Sao Paulo,BRA,15,6,Brazil,Other
213311,2022,Evora SA,Porto Alegre,BRA,15,5,Brazil,Other
209382,2022,Vale SA,Rio De Janeiro,BRA,15,3,Brazil,Other
201022,2022,Cap Sa Cap Compania De Aceros Del Pacifico,Las Condes,CHL,15,2,Chile,Other
219295,2022,Empresa Nacional De Explosivos Sa Enaex,Las Condes,CHL,15,2,Chile,Other
220211,2022,ICL GROUP LTD,Tel Aviv,ISR,15,2,Israel,Other
17315,2022,African Rainbow Minerals Ltd,Sandton,ZAF,15,1,South Africa,Other
33728,2022,Sigma Lithium Corporation,Sao Paulo,BRA,15,1,Brazil,Other
65380,2022,Elbit Systems Ltd,Haifa,ISR,20,22,Israel,Other
222123,2022,Odebrecht SA,Salvador,BRA,20,20,Brazil,Other
23243,2022,Kornit Digital Ltd,Rosh Haayin,ISR,20,10,Israel,Other
213288,2022,Embraer SA,Sao Paulo,BRA,20,10,Brazil,Other
300107,2022,Nano Dimension Ltd,Ness Ziona,ISR,20,7,Israel,Other
289223,2022,Alaris Holdings Ltd,Centurion,ZAF,20,6,South Africa,Other
213287,2022,Embraco SA,Joinville,BRA,20,3,Brazil,Other
311793,2022,Sudamericana Agencias Aereas y Maritimas SA,Las Condes,CHL,20,3,Chile,Other
338366,2022,Augwind Energy Tech Storage Ltd,Yakum,ISR,20,3,Israel,Other
345714,2022,Aquarius Engines (AM) Ltd,Yakum,ISR,20,3,Israel,Other
39325,2022,REE Automotive Ltd,Herzliya,ISR,25,18,Israel,Other
41640,2022,Mobileye Global Inc,Jerusalem,ISR,25,17,Israel,Other
206059,2022,Naspers Ltd,Cape Town,ZAF,25,9,South Africa,Other
275668,2022,Maytronics Ltd,Jezreel Valley,ISR,25,7,Israel,Other
164276,2022,Leatt Corp,Durbanville,ZAF,25,3,South Africa,Other
297402,2022,Tadiran Group Ltd,Petah Tikva,ISR,25,3,Israel,Other
205128,2022,Mahle-Metal Leve Sa,Mogi Guacu,BRA,25,2,Brazil,Other
271218,2022,Grendene SA,Sobral,BRA,25,1,Brazil,Other
23290,2022,Strauss Group Ltd,Petah Tikva,ISR,30,7,Israel,Other
270509,2022,Natura &Co Holding SA,Sao Paulo,BRA,30,6,Brazil,Other
35355,2022,Else Nutrition Holdings Inc,Tel Aviv,ISR,30,1,Israel,Other
224647,2022,Tamda Ltd,Tel Aviv,ISR,30,1,Israel,Other
230388,2022,B.S.D Crown Ltd,Ramat Gan,ISR,30,1,Israel,Other
285188,2022,Marfrig Global Foods SA,Sao Paulo,BRA,30,1,Brazil,Other
348892,2022,Steakholder Foods Ltd,Rehovot,ISR,30,1,Israel,Other
14538,2022,Teva Pharmaceutical Industries Ltd,Tel Aviv,ISR,35,34,Israel,Other
286396,2022,Evogene Ltd,Rehovot,ISR,35,18,Israel,Other
275799,2022,Xylo Technologies Ltd,Tel Aviv,ISR,35,7,Israel,Other
19845,2022,Lumenis Ltd,Yokne'am,ISR,35,5,Israel,Other
35008,2022,Enlivex Therapeutics Ltd,Ness Ziona,ISR,35,4,Israel,Other
36857,2022,Nano X Imaging Ltd,Petah Tikva,ISR,35,4,Israel,Other
160902,2022,Syneron Medical Ltd,Yokneam Illit,ISR,35,4,Israel,Other
21022,2022,Mapi - Pharma Ltd,Ness Ziona,ISR,35,3,Israel,Other
294858,2022,Aposense Ltd,Petah Tikva,ISR,35,3,Israel,Other
350000,2022,Hodayat Haaretz Ltd,Tel Aviv,ISR,35,3,Israel,Other
209957,2022,Boe Ltd,Cape Town,ZAF,40,282,South Africa,Other
240228,2022,Discovery Ltd,Johannesburg,ZAF,40,2,South Africa,Other
119754,2022,EFG Holding Company,6th of October City,EGY,40,1,Egypt,Other
61902,2022,NICE Ltd,Ra'anana,ISR,45,60,Israel,Other
38822,2022,monday com Ltd,Tel Aviv,ISR,45,47,Israel,Other
23119,2022,SolarEdge Technologies Inc,Herzliya,ISR,45,34,Israel,Other
21002,2022,CyberArk Software Ltd,Petah Tikva,ISR,45,21,Israel,Other
37895,2022,Cognyte Software Ltd,Herzliya,ISR,45,17,Israel,Other
125074,2022,Radware Ltd,Tel Aviv,ISR,45,13,Israel,Other
18869,2022,Wix.com Ltd,Tel Aviv,ISR,45,12,Israel,Other
133905,2022,Nova Ltd,Rehovot,ISR,45,12,Israel,Other
63185,2022,Check Point Software Technologies Ltd,Tel Aviv,ISR,45,7,Israel,Other
31255,2022,Tower Semiconductor Ltd,Migdal Haemek,ISR,45,5,Israel,Other
292292,2022,Wilk Technologies Ltd,Rehovot,ISR,50,6,Israel,Other
165923,2022,Perion Network Ltd,Holon,ISR,50,1,Israel,Other
317637,2022,Nexxen International Ltd,Tel Aviv-Yafo,ISR,50,1,Israel,Other
268844,2022,Energisa SA,Cataguases,BRA,55,2,Brazil,Other
275787,2022,Light SA,Rio De Janeiro,BRA,55,2,Brazil,Other
292414,2022,Enlight Renewable Energy Ltd,Rosh Haayin,ISR,55,2,Israel,Other
317586,2022,OCP S.A.,Casablanca,MAR,NA,2,Morocco,Other
334426,2023,Saudi Arabian Oil Company,Dhahran,SAU,10,760,Saudi Arabia,Asia Pacific
285205,2023,SK Innovation Co Ltd,Seoul,KOR,10,80,South Korea,Asia Pacific
279449,2023,Idemitsu Kosan Co Ltd,Tokyo,JPN,10,60,Japan,Asia Pacific
293812,2023,Yantai Jereh Oilfield Services Group Co Ltd,Yantai City,CHN,10,36,China,Asia Pacific
207074,2023,Reliance Industries Ltd,Mumbai,IND,10,31,India,Asia Pacific
140756,2023,CHINA PETROLEUM & CHEMICAL CORPORATION,Beijing,CHN,10,29,China,Asia Pacific
212777,2023,Indian Oil Corp Ltd,New Delhi,IND,10,25,India,Asia Pacific
100158,2023,ENEOS Holdings Inc,Tokyo,JPN,10,20,Japan,Asia Pacific
203741,2023,SK Discovery Co Ltd,Seongnam-si,KOR,10,6,South Korea,Asia Pacific
133870,2023,PetroChina Company Limited,Beijing,CHN,10,5,China,Asia Pacific
245036,2023,Lg Chem Ltd,Seoul,KOR,15,595,South Korea,Asia Pacific
100689,2023,Sumitomo Chemical Co Ltd,Tokyo,JPN,15,159,Japan,Asia Pacific
100697,2023,Shin-Etsu Chemical Co Ltd,Tokyo,JPN,15,143,Japan,Asia Pacific
100258,2023,Asahi Kasei Corp,Tokyo,JPN,15,125,Japan,Asia Pacific
100155,2023,Nippon Steel Corp,Tokyo,JPN,15,119,Japan,Asia Pacific
19045,2023,Mitsubishi Chemical Group Corporation,Tokyo,JPN,15,95,Japan,Asia Pacific
100696,2023,Resonac Holdings Corporation,Tokyo,JPN,15,82,Japan,Asia Pacific
253738,2023,Jfe Holdings Inc,Tokyo,JPN,15,77,Japan,Asia Pacific
100724,2023,Toray Industries Inc,Tokyo,JPN,15,76,Japan,Asia Pacific
104598,2023,POSCO Holdings Inc,Seoul,KOR,15,74,South Korea,Asia Pacific
19043,2023,Mitsubishi Electric Corp,Tokyo,JPN,20,617,Japan,Asia Pacific
10622,2023,Toshiba Corp,Tokyo,JPN,20,568,Japan,Asia Pacific
5650,2023,Hitachi Ltd,Tokyo,JPN,20,535,Japan,Asia Pacific
103409,2023,Techtronic Industries Co Ltd,Kwai Chung,HKG,20,251,"Hong Kong, SAR China",Asia Pacific
100048,2023,Fanuc Corp,Yamanashi,JPN,20,237,Japan,Asia Pacific
100012,2023,Mitsubishi Heavy Industries Ltd,Tokyo,JPN,20,220,Japan,Asia Pacific
102773,2023,Nichias Corp,Tokyo,JPN,20,212,Japan,Asia Pacific
101138,2023,Daikin Industries Ltd,Osaka,JPN,20,161,Japan,Asia Pacific
327415,2023,Contemporary Amperex Technology Co Ltd,Ningde,CHN,20,156,China,Asia Pacific
221821,2023,Nidec Corporation,Kyoto,JPN,20,133,Japan,Asia Pacific
251303,2023,Lg Electronics Inc,Seoul,KOR,25,2013,South Korea,Asia Pacific
19661,2023,Toyota Motor Corp,Toyota,JPN,25,1990,Japan,Asia Pacific
9818,2023,Sony Group Corporation,Tokyo,JPN,25,1552,Japan,Asia Pacific
104607,2023,Hyundai Motor Co,Seoul,KOR,25,1324,South Korea,Asia Pacific
104606,2023,Kia Corporation,Seoul,KOR,25,1216,South Korea,Asia Pacific
